CHEMBL_ID,DRUG_NAME,canonical_smiles,molecular_weight,alogp,hbd,hba,psa,num_rings,MURCKO_SCAFFOLD,IN_DRUGCOMB,IN_GDSC,IN_BOTH
CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,474.55,2.22,3.0,7.0,138.2,6.0,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,False
CHEMBL1201266,LODOXAMIDE,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,311.64,0.26,4.0,5.0,156.59,2.0,c1ccccc1,False,False,False
CHEMBL1201269,CHLORPHENTERMINE,CC(C)(N)Cc1ccc(Cl)cc1,183.68,2.62,1.0,1.0,26.02,2.0,c1ccccc1,False,False,False
CHEMBL1201270,METHENAMINE,C1N2CN3CN1CN(C2)C3,140.19,-1.02,0.0,4.0,12.96,0.0,C1N2CN3CN1CN(C2)C3,True,False,False
CHEMBL1201271,BUCLIZINE,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,433.04,6.54,0.0,2.0,6.48,5.0,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,False,False,False
CHEMBL1201273,PROTOKYLOL,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,331.37,2.08,4.0,6.0,91.18,6.0,c1ccc(CCNCCc2ccc3c(c2)OCO3)cc1,False,False,False
CHEMBL1201274,LEVOBETAXOLOL,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,307.43,2.39,2.0,4.0,50.72,11.0,c1ccc(CCOCC2CC2)cc1,False,False,False
CHEMBL1201275,ISOSULFAN BLUE INNER SALT,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)O)cc1,544.7,4.1,1.0,6.0,117.82,9.0,[N+]=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,False,False,False
CHEMBL1201281,CHLORAMPHENICOL SUCCINIC ACID,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,423.2,1.32,3.0,7.0,156.07,10.0,c1ccccc1,False,False,False
CHEMBL1201284,CINACALCET,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,357.42,6.14,1.0,1.0,12.03,6.0,c1ccc(CCCNCc2cccc3ccccc23)cc1,True,False,False
CHEMBL1201286,OXYPHENONIUM,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,348.51,3.48,1.0,3.0,46.53,8.0,c1ccc(CC2CCCCC2)cc1,False,False,False
CHEMBL1201287,DEXBROMPHENIRAMINE,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,319.25,3.93,0.0,2.0,16.13,5.0,c1ccc(Cc2ccccn2)cc1,False,False,False
CHEMBL1201288,DANTROLENE,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,314.26,1.74,1.0,6.0,118.05,4.0,O=C1CN(/N=C/c2ccc(-c3ccccc3)o2)C(=O)N1,True,False,False
CHEMBL1201289,CLINDAMYCIN PALMITATE,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC,663.41,6.42,3.0,8.0,108.33,22.0,O=C(NC[C@@H]1CCCCO1)[C@@H]1CCCN1,True,False,False
CHEMBL1201291,IOXAGLIC ACID,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,1268.88,,,,,,O=C(CNC(=O)c1ccccc1)Nc1ccccc1,False,False,False
CHEMBL1201293,ACAMPROSATE,CC(=O)NCCCS(=O)(=O)O,181.21,-0.6,2.0,3.0,83.47,4.0,,True,False,False
CHEMBL1201294,DIPHENOXYLATE,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,452.6,5.48,0.0,4.0,53.33,8.0,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,False,False,False
CHEMBL1201295,BITOLTEROL,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,461.56,5.16,2.0,6.0,84.86,7.0,O=C(Oc1ccccc1OC(=O)c1ccccc1)c1ccccc1,False,False,False
CHEMBL1201300,IOTHALAMIC ACID,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,613.91,2.52,3.0,3.0,95.5,3.0,c1ccccc1,False,False,False
CHEMBL1201302,DEXAMETHASONE PHOSPHORIC ACID,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,472.45,2.01,4.0,6.0,141.36,4.0,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,False,False,False
CHEMBL1201303,PYRVINIUM,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,382.53,5.31,0.0,2.0,12.05,4.0,C(=C/c1ccc2ccccc2[nH+]1)\c1ccn(-c2ccccc2)c1,False,False,False
CHEMBL1201304,INDOCYANINE GREEN ACID FORM,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,753.0,8.71,1.0,6.0,117.82,14.0,C(/C=C/C=C/C=C/C1=[NH+]c2ccc3ccccc3c2C1)=C1\Cc2c(ccc3ccccc23)N1,False,False,False
CHEMBL1201308,IOFETAMINE,CC(C)NC(C)Cc1ccc(I)cc1,303.19,3.22,1.0,1.0,12.03,4.0,c1ccccc1,False,False,False
CHEMBL1201309,NAFARELIN,CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,1322.5,,,,,,O=C(CNC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)NCC(=O)N1CCCC1,False,False,False
CHEMBL1201313,CHLOPHEDIANOL,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,289.81,3.53,1.0,2.0,23.47,5.0,c1ccc(Cc2ccccc2)cc1,False,False,False
CHEMBL1201314,VALGANCICLOVIR,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,354.37,-1.44,4.0,10.0,171.37,8.0,O=c1[nH]cnc2[nH]cnc12,True,False,False
CHEMBL1201317,TRICLOFOS,O=P(O)(O)OCC(Cl)(Cl)Cl,229.38,1.47,2.0,2.0,66.76,2.0,,False,False,False
CHEMBL1201319,METARAMINOL,C[C@H](N)[C@H](O)c1cccc(O)c1,167.21,0.77,3.0,3.0,66.48,2.0,c1ccccc1,False,False,False
CHEMBL1201320,ESOMEPRAZOLE,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,345.42,2.9,1.0,5.0,83.09,5.0,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,False,False,False
CHEMBL1201321,DIFENOXIN,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,424.54,5.0,1.0,3.0,64.33,7.0,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,False,False,False
CHEMBL1201322,THONZONIUM,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,511.82,8.05,0.0,4.0,38.25,22.0,c1ccc(CNc2ncccn2)cc1,False,False,False
CHEMBL1201323,BETAZOLE,NCCc1cc[nH]n1,111.15,-0.09,2.0,2.0,54.7,2.0,c1cn[nH]c1,False,False,False
CHEMBL1201325,HEXOCYCLIUM,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,317.5,2.85,1.0,2.0,23.47,4.0,c1ccc(C(CN2CC[NH2+]CC2)C2CCCCC2)cc1,False,False,False
CHEMBL1201327,ACETRIZOIC ACID,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,556.86,3.16,2.0,2.0,66.4,2.0,c1ccccc1,False,False,False
CHEMBL1201328,CARPHENAZINE,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,425.6,3.88,1.0,6.0,47.02,8.0,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,False,False,False
CHEMBL1201329,TRIMETHAPHAN,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,365.52,3.66,0.0,1.0,23.55,4.0,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,False,False,False
CHEMBL1201334,TRIPTORELIN,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,1311.47,,,,,,O=C(CNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)NCC(=O)N1CCCC1,False,False,False
CHEMBL1201335,GLYCOPYRRONIUM,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,318.44,2.46,1.0,3.0,46.53,4.0,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,False,False,False
CHEMBL1201336,FOSPHENYTOIN,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,362.28,1.55,3.0,4.0,116.17,5.0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,False,False,False
CHEMBL1201338,CYCLOPENTOLATE,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,291.39,2.18,1.0,4.0,49.77,6.0,c1ccc(CC2CCCC2)cc1,False,False,False
CHEMBL1201340,DIPHEMANIL,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,278.42,4.36,0.0,0.0,0.0,2.0,c1ccc(C(=C2CC[NH2+]CC2)c2ccccc2)cc1,False,False,False
CHEMBL1201341,ECHOTHIOPHATE,CCOP(=O)(OCC)SCC[N+](C)(C)C,256.33,2.61,0.0,4.0,35.53,8.0,,False,False,False
CHEMBL1201342,METHIXENE,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,309.48,5.02,0.0,2.0,3.24,2.0,c1ccc2c(c1)Sc1ccccc1C2CC1CCCNC1,False,False,False
CHEMBL1201345,TETRADECYL SULFURIC ACID,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,294.46,4.22,1.0,3.0,63.6,11.0,,False,False,False
CHEMBL1201346,BALSALAZIDE,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,357.32,2.71,4.0,6.0,148.65,7.0,c1ccc(/N=N/c2ccccc2)cc1,True,False,False
CHEMBL1201347,ANILERIDINE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,352.48,3.41,1.0,4.0,55.56,6.0,c1ccc(CCN2CCC(c3ccccc3)CC2)cc1,False,False,False
CHEMBL1201348,MENADIOL DIPHOSPHORIC ACID,Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O,334.16,2.09,4.0,4.0,133.52,4.0,c1ccc2ccccc2c1,False,False,False
CHEMBL1201349,HEXAFLUORENIUM,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,502.75,8.24,0.0,0.0,0.0,9.0,c1ccc2c(c1)-c1ccccc1C2[NH2+]CCCCCC[NH2+]C1c2ccccc2-c2ccccc21,False,False,False
CHEMBL1201352,RAPACURONIUM,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,597.91,6.91,0.0,5.0,55.84,7.0,C1CCN([C@@H]2CC[C@@H]3CC[C@H]4[C@@H]5C[C@H]([NH+]6CCCCC6)CC5CC[C@@H]4C3C2)CC1,False,False,False
CHEMBL1201353,DEXCHLORPHENIRAMINE,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,274.8,3.82,0.0,2.0,16.13,5.0,c1ccc(Cc2ccccn2)cc1,True,False,False
CHEMBL1201354,TRIDIHEXETHYL,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,318.53,4.72,1.0,1.0,20.23,8.0,c1ccc(CC2CCCCC2)cc1,False,False,False
CHEMBL1201355,CERULETIDE,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1352.43,,,,,,O=C(CNC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H]1CCC(=O)N1)NCCc1ccccc1,False,False,False
CHEMBL1201356,METHYLERGONOVINE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,339.44,1.92,3.0,3.0,68.36,4.0,C1=C2c3cccc4[nH]cc(c34)C[C@H]2NCC1,True,False,False
CHEMBL1201728,DESVENLAFAXINE SUCCINATE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O=C(O)CCC(=O)O,381.47,2.73,2.0,3.0,43.7,4.0,c1ccc(CC2CCCCC2)cc1,True,False,False
CHEMBL1201729,DRONEDARONE HYDROCHLORIDE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl,593.23,7.05,1.0,6.0,88.85,18.0,O=C(c1ccccc1)c1coc2ccccc12,True,False,False
CHEMBL1201731,NEBIVOLOL HYDROCHLORIDE,Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,441.9,2.36,3.0,5.0,70.95,6.0,c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2,True,False,False
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,473.99,3.14,2.0,8.0,119.03,5.0,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,True,False,False
CHEMBL1201734,BENDAMUSTINE HYDROCHLORIDE,Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,394.73,3.26,1.0,4.0,58.36,9.0,c1ccc2[nH]cnc2c1,True,False,False
CHEMBL1201735,BUPROPION HYDROBROMIDE,Br.CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,320.66,3.3,1.0,2.0,29.1,3.0,c1ccccc1,False,False,False
CHEMBL1201740,NILOTINIB HYDROCHLORIDE MONOHYDRATE,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,584.0,6.36,2.0,7.0,97.62,6.0,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,False,False,False
CHEMBL1201743,SAXAGLIPTIN HYDROCHLORIDE,Cl.N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,351.88,1.16,2.0,4.0,90.35,2.0,O=C(CC12CC3CC(CC(C3)C1)C2)N1CC[C@@H]2C[C@@H]21,False,False,False
CHEMBL1201745,CHOLINE FENOFIBRATE,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-].C[N+](C)(C)CCO,421.92,3.81,1.0,3.0,63.6,5.0,O=C(c1ccccc1)c1ccccc1,False,False,False
CHEMBL1201746,PRALATREXATE,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,477.48,0.98,5.0,9.0,207.3,10.0,c1ccc(CCc2cnc3ncncc3n2)cc1,True,False,False
CHEMBL1201747,ALCAFTADINE,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,307.4,2.78,0.0,4.0,38.13,1.0,c1ccc2c(c1)CCn1ccnc1C2=C1CCNCC1,False,False,False
CHEMBL1201748,CABAZITAXEL,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,835.94,4.57,3.0,14.0,202.45,10.0,O=C(CCc1ccccc1)O[C@@H]1C=C2CC(=O)C3CC[C@H]4OCC4[C@H]3[C@H](OC(=O)c3ccccc3)C(C2)C1,True,False,False
CHEMBL1201749,DIFLUPREDNATE,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,508.56,3.52,1.0,7.0,106.97,6.0,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,True,False,False
CHEMBL1201752,IXABEPILONE,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,506.71,4.05,3.0,7.0,112.05,2.0,O=C1CCCCCCC2O[C@H]2C[C@@H](C=Cc2cscn2)NC(=O)CCC1,True,False,False
CHEMBL1201753,PITAVASTATIN,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,421.47,4.52,3.0,4.0,90.65,8.0,c1ccc(-c2cc(C3CC3)nc3ccccc23)cc1,False,False,False
CHEMBL1201754,RUFINAMIDE,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,238.2,0.7,1.0,4.0,73.8,3.0,c1ccc(Cn2ccnn2)cc1,True,False,False
CHEMBL1201758,BEPOTASTINE,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,388.9,4.17,1.0,4.0,62.66,8.0,c1ccc([C@H](OC2CCNCC2)c2ccccn2)cc1,False,False,False
CHEMBL1201759,BEPOTASTINE BESYLATE,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1.O=S(=O)(O)c1ccccc1,547.07,4.17,1.0,4.0,62.66,8.0,c1ccc([C@H](OC2CCNCC2)c2ccccn2)cc1.c1ccccc1,False,False,False
CHEMBL1201760,BESIFLOXACIN,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,393.85,3.14,2.0,5.0,88.56,3.0,O=c1ccn(C2CC2)c2cc(N3CCCCCC3)ccc12,False,False,False
CHEMBL1201761,BESIFLOXACIN HYDROCHLORIDE,Cl.N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,430.31,3.14,2.0,5.0,88.56,3.0,O=c1ccn(C2CC2)c2cc(N3CCCCCC3)ccc12,False,False,False
CHEMBL1201764,FESOTERODINE,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,411.59,5.38,1.0,4.0,49.77,10.0,c1ccc(Cc2ccccc2)cc1,True,False,False
CHEMBL1201765,FESOTERODINE FUMARATE,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)/C=C/C(=O)O,527.66,5.38,1.0,4.0,49.77,10.0,c1ccc(Cc2ccccc2)cc1,True,False,False
CHEMBL1201766,FOSPROPOFOL,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,288.28,3.38,2.0,3.0,75.99,6.0,c1ccccc1,False,False,False
CHEMBL1201770,METHYLNALTREXONE BROMIDE,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[Br-],436.35,1.67,2.0,4.0,66.76,2.0,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,False,False,False
CHEMBL1201772,PRASUGREL,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,373.45,3.89,0.0,5.0,46.61,5.0,O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1,True,False,False
CHEMBL1201773,PRASUGREL HYDROCHLORIDE,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.Cl,409.91,3.89,0.0,5.0,46.61,5.0,O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1,False,False,False
CHEMBL1201774,SAPROPTERIN,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,241.25,-1.7,6.0,7.0,136.29,2.0,O=c1[nH]cnc2c1NCCN2,False,False,False
CHEMBL1201775,SAPROPTERIN DIHYDROCHLORIDE,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1.Cl.Cl,314.17,-1.7,6.0,7.0,136.29,2.0,O=c1nc[nH]c2c1NCCN2,False,False,False
CHEMBL1201776,TAPENTADOL,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,221.34,3.08,1.0,2.0,23.47,5.0,c1ccccc1,False,False,False
CHEMBL1201777,TAPENTADOL HYDROCHLORIDE,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C.Cl,257.81,3.08,1.0,2.0,23.47,5.0,c1ccccc1,False,False,False
CHEMBL1201780,CARGLUMIC ACID,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,190.16,-1.03,4.0,3.0,129.72,5.0,,True,False,False
CHEMBL1201782,FOSAPREPITANT DIMEGLUMINE,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1004.84,4.37,3.0,7.0,129.91,7.0,O=c1[nH]nc(CN2CCO[C@H](OCc3ccccc3)[C@@H]2c2ccccc2)[nH]1,False,False,False
CHEMBL1201784,HEXAMINOLEVULINATE,CCCCCCOC(=O)CCC(=O)CN,215.29,1.42,1.0,4.0,69.39,9.0,,False,False,False
CHEMBL1201785,HEXAMINOLEVULINATE HYDROCHLORIDE,CCCCCCOC(=O)CCC(=O)CN.Cl,251.75,1.42,1.0,4.0,69.39,9.0,,False,False,False
CHEMBL1201786,LAPYRIUM,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,363.52,3.55,1.0,3.0,59.28,15.0,c1cc[nH+]cc1,False,False,False
CHEMBL1201787,LAPYRIUM CHLORIDE,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1.[Cl-],398.98,3.55,1.0,3.0,59.28,15.0,c1cc[nH+]cc1,False,False,False
CHEMBL1201794,RIBOFLAVIN 5'-PHOSPHATE,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,456.35,-1.61,6.0,10.0,208.09,7.0,O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1,False,False,False
CHEMBL1201863,DEXLANSOPRAZOLE,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,369.37,3.52,1.0,4.0,73.86,5.0,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,True,False,False
CHEMBL1201864,DIENOGEST,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,311.42,3.84,1.0,3.0,61.09,1.0,O=C1C=C2CC[C@@H]3C(=C2CC1)CCC1CCC[C@H]13,True,False,False
CHEMBL1201891,DEFLAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,441.52,2.56,1.0,7.0,102.26,3.0,O=C1C=CC2C(=C1)CC[C@@H]1[C@@H]2CCC2C3N=CO[C@@H]3C[C@H]21,True,False,False
CHEMBL1204165,DILEVALOL HYDROCHLORIDE,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,364.87,2.14,4.0,4.0,95.58,8.0,c1ccc(CCCNCCc2ccccc2)cc1,False,False,False
CHEMBL1204187,GEPIRONE HYDROCHLORIDE,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1.Cl,395.94,1.55,0.0,6.0,69.64,6.0,O=C1CCCC(=O)N1CCCCN1CCN(c2ncccn2)CC1,False,False,False
CHEMBL1206690,PARECOXIB,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,370.43,3.53,1.0,5.0,89.27,5.0,c1ccc(-c2conc2-c2ccccc2)cc1,False,False,False
CHEMBL1208155,ELAGOLIX,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,631.6,5.54,2.0,7.0,102.56,12.0,O=c1c(-c2ccccc2)cn(Cc2ccccc2)c(=O)n1CCc1ccccc1,True,False,False
