DRUG_NAME,MURCKO_SCAFFOLD,IN_DRUGCOMB,IN_GDSC,IN_BOTH
PAROMOMYCIN SULFATE,C1CC[C@@H](O[C@@H]2CO[C@@H](O[C@@H]3CCCC[C@H]3O[C@@H]3CCCCO3)C2)OC1,False,False,False
IDELALISIB,O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,True,False,False
QUINAGOLIDE,c1ccc2c(c1)CC1CCCNC1C2,False,False,False
ERYTHROMYCIN ESTOLATE,O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1,False,False,False
TRIMETREXATE GLUCURONATE,C1CCOCC1.c1ccc(NCc2ccc3ncncc3c2)cc1,False,False,False
FLUVASTATIN SODIUM,c1ccc(-c2c[nH]c3ccccc23)cc1,True,False,False
NABILONE,O=C1CCC2COc3ccccc3C2C1,True,False,False
CAPREOMYCIN SULFATE,C=C1NC(=O)CNC(=O)CNC(=O)CCNC(=O)[C@H](C2CCNC(=N)N2)NC1=O.C=C1NC(=O)CNC(=O)CNC(=O)CCNC(=O)[C@H](C2CCNC(=N)N2)NC1=O,False,False,False
CEVIMELINE HYDROCHLORIDE,C1OC2(CS1)CN1CCC2CC1,False,False,False
MOMELOTINIB DIHYDROCHLORIDE,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,False,False,False
ERAVACYCLINE DIHYDROCHLORIDE,O=C(CN1CCCC1)Nc1ccc2c(c1)C(=O)C1=CC3C(=O)C=CC[C@@H]3C[C@@H]1C2,False,False,False
NALOXEGOL OXALATE,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,False,False,False
NALOXEGOL,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,False,False,False
ARIPIPRAZOLE LAUROXIL,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,False,False,False
MIPOMERSEN,O=c1ccn([C@H]2C[C@H](S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5cncnc54)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]cnc54)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]cnc54)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cccnc4=O)C[C@@H]3S[PH](=O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]cnc54)C[C@@H]3S[PH](=O)OC[C@@H]3O[C@H](n4cccnc4=O)C[C@H]3S[PH](=O)OC[C@@H]3O[C@H](n4cnc5cncnc54)C[C@H]3S[PH](=O)OC[C@@H]3O[C@H](n4cccnc4=O)C[C@H]3S[PH](=O)OC[C@H]3CC[C@@H](n4cccnc4=O)O3)[C@@H](CO[PH](=O)S[C@H]3C[C@H](n4cccnc4=O)O[C@@H]3CO[PH](=O)S[C@H]3C[C@H](n4cccnc4=O)O[C@@H]3CO[PH](=O)S[C@@H]3CO[C@@H](n4cnc5c(=O)[nH]cnc54)C3)O2)c(=O)[nH]1,False,False,False
YTTERBIUM PENTETATE,,False,False,False
STRONTIUM CHLORIDE,,False,False,False
MAGNESIUM CHLORIDE ANHYDROUS,,False,False,False
ERYTHROMYCIN PROPIONATE,O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1,False,False,False
FLUVASTATIN,c1ccc(-c2c[nH]c3ccccc23)cc1,True,False,False
CAPREOMYCIN,C=C1NC(=O)CNC(=O)CNC(=O)CCNC(=O)[C@H](C2CCNC(=N)N2)NC1=O.C=C1NC(=O)CNC(=O)CNC(=O)CCNC(=O)[C@H](C2CCNC(=N)N2)NC1=O,False,False,False
DACLATASVIR DIHYDROCHLORIDE,c1cc(-c2cnc([C@@H]3CCCN3)[nH]2)ccc1-c1ccc(-c2cnc([C@@H]3CCCN3)[nH]2)cc1,True,False,False
ERGOLOID MESYLATES,O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1.O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1.O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1.O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1,False,False,False
VINYL CHLORIDE,,False,False,False
CAPIVASERTIB,O=C(NCc1ccccc1)C1CCN(c2nc[nH]c3nccc2-3)CC1,False,False,False
XANOMELINE TARTRATE,C1=C(c2cnsn2)CNCC1,False,False,False
SIPONIMOD,C(=N/OCc1ccc(C2CCCCC2)cc1)\c1ccc(CN2CCC2)cc1,True,False,False
ROXADUSTAT,c1ccc(Oc2ccc3ccncc3c2)cc1,True,False,False
FOSDENOPTERIN,O=c1nc[nH]c2c1N[C@H]1C[C@H]3O[PH](=O)OC[C@H]3O[C@H]1N2,False,False,False
VAMOROLONE,O=C1C=CC2C(=C1)CC[C@@H]1C2=CCC2CCC[C@H]21,False,False,False
CLOMIPHENE,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,True,False,False
ZIMELDINE HYDROCHLORIDE,C=C(c1ccccc1)c1cccnc1,False,False,False
IBUTILIDE FUMARATE,c1ccccc1.c1ccccc1,True,False,False
METOPROLOL SUCCINATE,c1ccccc1.c1ccccc1,False,False,False
CARPHENAZINE MALEATE,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,False,False,False
THIETHYLPERAZINE MALATE,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,False,False,False
QUININE SULFATE,c1ccc2c(C[C@@H]3CC4CCN3CC4)ccnc2c1.c1ccc2c(C[C@@H]3CC4CCN3CC4)ccnc2c1,False,False,False
ACETOPHENAZINE MALEATE,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,False,False,False
PEMETREXED DISODIUM,O=c1[nH]cnc2[nH]cc(CCc3ccccc3)c12,True,False,False
BUCLIZINE HYDROCHLORIDE,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,False,False,False
PENBUTOLOL SULFATE,c1ccc(C2CCCC2)cc1.c1ccc(C2CCCC2)cc1,False,False,False
LANDIOLOL HYDROCHLORIDE,O=C(CCc1ccc(OCCCNCCNC(=O)N2CCOCC2)cc1)OC[C@@H]1COCO1,False,False,False
DOXYCYCLINE CALCIUM,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21.O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,False,False,False
COBIMETINIB FUMARATE,O=C(c1ccccc1Nc1ccccc1)N1CC([C@@H]2CCCCN2)C1.O=C(c1ccccc1Nc1ccccc1)N1CC([C@@H]2CCCCN2)C1,False,False,False
DORAVIRINE,O=c1[nH]nc(Cn2cccc(Oc3ccccc3)c2=O)[nH]1,False,False,False
ESKETAMINE HYDROCHLORIDE,O=C1CCCCC1c1ccccc1,False,False,False
LATANOPROSTENE BUNOD,c1ccc(CCCCCC2CCCC2)cc1,False,False,False
MACIMORELIN ACETATE,O=C(CCc1c[nH]c2ccccc12)NCCc1c[nH]c2ccccc12,False,False,False
PLAZOMICIN SULFATE,C1=CO[C@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)CC1,False,False,False
RIMEGEPANT SULFATE,O=C(O[C@@H]1CC[C@@H](c2ccccc2)Cc2cccnc21)N1CCC(n2c(=O)[nH]c3ncccc32)CC1.O=C(O[C@@H]1CC[C@@H](c2ccccc2)Cc2cccnc21)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,False,False,False
SARECYCLINE,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,False,False,False
SARECYCLINE HYDROCHLORIDE,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,False,False,False
TAFENOQUINE SUCCINATE,c1ccc(Oc2cccc3ncccc23)cc1,False,False,False
TENOFOVIR ALAFENAMIDE FUMARATE,O=[PH](COCCn1cnc2cncnc21)Oc1ccccc1.O=[PH](COCCn1cnc2cncnc21)Oc1ccccc1,False,False,False
UBROGEPANT,O=C(N[C@H]1C[C@@H](c2ccccc2)CNC1=O)c1cnc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,False,False,False
VALBENAZINE,c1ccc2c(c1)CCN1CCCC[C@H]21,False,False,False
METRIZOATE MAGNESIUM,c1ccccc1.c1ccccc1,False,False,False
ERGOLOID,O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1.O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1.O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1.O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1,False,False,False
BUPRENORPHINE HYDROCHLORIDE,c1cc2c3c(c1)O[C@H]1C4CCC5(CC4)[C@@H](C2)N(CC2CC2)CC[C@]315,True,False,False
DOLASETRON MESYLATE,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,False,False,False
DOLASETRON,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,False,False,False
LEDIPASVIR,c1cc2c(cc1-c1ccc3[nH]c([C@H]4N[C@@H]5CC[C@H]4C5)nc3c1)Cc1cc(-c3c[nH]c([C@@H]4CC5(CC5)CN4)n3)ccc1-2,False,False,False
ALPELISIB,O=C(Nc1ncc(-c2ccncc2)s1)N1CCCC1,True,True,True
ZAVEGEPANT,O=C(N[C@H](Cc1ccc2[nH]ncc2c1)C(=O)N1CCN(C2CCNCC2)CC1)N1CCC(c2cc3ccccc3[nH]c2=O)CC1,False,False,False
CERITINIB,c1ccc(Nc2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc1,True,False,False
CABOTEGRAVIR,O=C(NCc1ccccc1)c1cn2c(cc1=O)C(=O)N1CCO[C@@H]1C2,False,False,False
OLICERIDINE,c1ccc([C@]2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1,False,False,False
ERGOTAMINE TARTRATE,O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1.O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,False,False,False
PIMAVANSERIN TARTRATE,O=C(NCc1ccccc1)N(Cc1ccccc1)C1CCNCC1.O=C(NCc1ccccc1)N(Cc1ccccc1)C1CCNCC1,False,False,False
DUVELISIB,O=c1c2ccccc2cc(CNc2ncnc3nc[nH]c23)n1-c1ccccc1,True,False,False
NINTEDANIB ESYLATE,O=C(CN1CCNCC1)Nc1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1,False,False,False
SOTAGLIFLOZIN,c1ccc(Cc2cccc([C@H]3CCCCO3)c2)cc1,False,False,False
NALDEMEDINE TOSYLATE,O=C(NCc1nc(-c2ccccc2)no1)C1=C[C@@H]2Oc3cccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)C3C1.c1ccccc1,False,False,False
ELBASVIR,c1ccc([C@@H]2Oc3cc(-c4c[nH]c([C@@H]5CCCN5)n4)ccc3-c3cc4cc(-c5c[nH]c([C@@H]6CCCN6)n5)ccc4n32)cc1,False,False,False
LASMIDITAN,O=C(Nc1cccc(C(=O)C2CCNCC2)n1)c1ccccc1,False,False,False
LASMIDITAN SUCCINATE,O=C(Nc1cccc(C(=O)C2CCNCC2)n1)c1ccccc1.O=C(Nc1cccc(C(=O)C2CCNCC2)n1)c1ccccc1,False,False,False
FOSINOPRIL SODIUM,O=C(C[PH](=O)CCCCc1ccccc1)N1CC[C@@H](C2CCCCC2)C1,False,False,False
FOSINOPRIL,O=C(C[PH](=O)CCCCc1ccccc1)N1CC[C@@H](C2CCCCC2)C1,False,False,False
TROSPIUM CHLORIDE,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(c1ccccc1)c1ccccc1,True,False,False
VIOMYCIN,C=C1NC(=O)CNC(=O)CNC(=O)CCNC(=O)[C@H]([C@H]2CCNC=N2)NC1=O,False,False,False
OSILODROSTAT,c1ccc([C@H]2CCc3cncn32)cc1,False,False,False
RELEBACTAM ANHYDROUS,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2,False,False,False
OMBITASVIR,O=C(Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4)cc3)N2c2ccccc2)cc1)[C@@H]1CCCN1,False,False,False
SACUBITRIL,c1ccc(-c2ccccc2)cc1,False,False,False
PEFICITINIB,c1cc(N[C@H]2[C@H]3CC4CC(C3)C[C@H]2C4)c2cc[nH]c2n1,True,False,False
VENETOCLAX,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1Oc1cnc2[nH]ccc2c1,False,True,False
BENZHYDROCODONE HYDROCHLORIDE,O=C(OC1=CC[C@@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5)c1ccccc1,False,False,False
DASABUVIR,O=c1ccn(-c2cccc(-c3ccc4ccccc4c3)c2)c(=O)[nH]1,False,False,False
SONIDEGIB PHOSPHATE,O=C(Nc1ccc(N2CCOCC2)nc1)c1cccc(-c2ccccc2)c1,False,False,False
TALAZOPARIB TOSYLATE,O=c1[nH]nc2c3c(cccc13)N[C@H](c1ccccc1)[C@H]2c1ncn[nH]1.c1ccccc1,False,False,False
TALAZOPARIB,O=c1[nH]nc2c3c(cccc13)N[C@H](c1ccccc1)[C@H]2c1ncn[nH]1,True,True,True
BENZHYDROCODONE,O=C(OC1=CC[C@@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5)c1ccccc1,False,False,False
DEUTETRABENAZINE,O=C1CCN2CCc3ccccc3C2C1,False,False,False
OMEGA-3-CARBOXYLIC ACIDS,,False,False,False
PEFICITINIB HYDROBROMIDE,c1cc(N[C@H]2[C@H]3CC4CC(C3)C[C@H]2C4)c2cc[nH]c2n1,False,False,False
CABOTEGRAVIR SODIUM,O=C(NCc1ccccc1)c1cn2c(cc1=O)C(=O)N1CCO[C@@H]1C2,False,False,False
ISAVUCONAZONIUM SULFATE,O=C(Nc1ccccn1)OC[n+]1cnn(CC(Cc2nc(-c3ccccc3)cs2)c2ccccc2)c1,False,False,False
SIMEPREVIR SODIUM,O=C1NCCCC/C=C\[C@@H]2C[C@@]2(C(=O)[N-]S(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3cc(-c4nccs4)nc4ccccc34)C[C@@H]12,False,False,False
ETHAMBUTOL HYDROCHLORIDE,,False,False,False
BUTAMBEN PICRATE,c1ccccc1.c1ccccc1.c1ccccc1,False,False,False
METHICILLIN SODIUM,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1ccccc1,False,False,False
RAMOSETRON HYDROCHLORIDE,O=C(c1c[nH]c2ccccc12)[C@@H]1CCc2[nH]cnc2C1,False,False,False
BROMFENAC SODIUM,O=C(c1ccccc1)c1ccccc1.O=C(c1ccccc1)c1ccccc1,True,False,False
TROXERUTIN,O=c1c(O[C@H]2CCC[C@@H](CO[C@H]3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,False,False,False
PRAMIPEXOLE DIHYDROCHLORIDE,c1nc2c(s1)CCCC2,True,False,False
NIZATIDINE,c1cscn1,True,False,False
OCTINOXATE,c1ccccc1,False,False,False
CEFMENOXIME HYDROCHLORIDE,N=C(C(=O)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12)c1cscn1.N=C(C(=O)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12)c1cscn1,False,False,False
APALUTAMIDE,O=C1N(c2cccnc2)C(=S)N(c2ccccc2)C12CCC2,True,False,False
GARENOXACIN MESYLATE,O=c1ccn(C2CC2)c2cc(-c3ccc4c(c3)CNC4)ccc12,False,False,False
NOVOBIOCIN SODIUM,O=C(Nc1cc2ccc(O[C@H]3CCCCO3)cc2oc1=O)c1ccccc1,True,False,False
GUANADREL SULFATE,C1CCC2(CC1)OCCO2.C1CCC2(CC1)OCCO2,False,False,False
CLINDAMYCIN PHOSPHATE,O=C(NC[C@@H]1CCCCO1)[C@@H]1CCCN1,False,False,False
STREPTOMYCIN SULFATE,C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1.C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1,True,False,False
MEPHENTERMINE SULFATE,c1ccccc1.c1ccccc1,False,False,False
ZINC ACETATE,,False,False,False
MAGNESIUM CHLORIDE,,False,False,False
CLOMIPHENE CITRATE,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,True,False,False
ONDANSETRON HYDROCHLORIDE,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,False,False,False
HYDROXYZINE HYDROCHLORIDE,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,False,False,False
METHAPYRILENE FUMARATE,c1ccc(NCc2cccs2)nc1.c1ccc(NCc2cccs2)nc1,False,False,False
ASENAPINE,c1ccc2c(c1)Oc1ccccc1C1CNCC21,True,False,False
BINIMETINIB,c1ccc(Nc2ccc3[nH]cnc3c2)cc1,False,False,False
APOMORPHINE HYDROCHLORIDE,c1ccc2c(c1)C[C@H]1NCCc3cccc-2c31.c1ccc2c(c1)C[C@H]1NCCc3cccc-2c31,False,False,False
TRIPROLIDINE HYDROCHLORIDE,C(\CN1CCCC1)=C(\c1ccccc1)c1ccccn1,False,False,False
CAPMATINIB,c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1,True,False,False
DIHYDROSTREPTOMYCIN SULFATE,C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1.C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1,False,False,False
QUETIAPINE FUMARATE,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2.c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,False,False,False
TIROFIBAN HYDROCHLORIDE,c1ccc(OCCCCC2CCNCC2)cc1,False,False,False
COPANLISIB,O=C(NC1=Nc2cc(OCCCN3CCOCC3)ccc2C2=NCCN12)c1cncnc1,True,False,False
LUMATEPERONE TOSYLATE,O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCN3)c1ccccc1.c1ccccc1,False,False,False
CEDAZURIDINE,O=C1NCCCN1[C@H]1CCCO1,False,False,False
METHOTREXATE SODIUM,c1ccc(NCc2cnc3ncncc3n2)cc1,False,False,False
RESMETIROM,O=c1ccc(Oc2ccc(-n3ncc(=O)[nH]c3=O)cc2)n[nH]1,False,False,False
LORLATINIB,O=C1NCc2n[nH]cc2-c2cncc(c2)OCc2ccccc21,True,False,False
LEFAMULIN,O=C(CSC1CCCCC1)O[C@@H]1CCCC[C@@]23CCCC1[C@@H]2C(=O)CC3,False,False,False
FOSTEMSAVIR,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-n3cncn3)nccc12,False,False,False
FOSTEMSAVIR TROMETHAMINE,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-n3cncn3)nccc12,False,False,False
GILTERITINIB FUMARATE,c1cc(N2CCC(N3CCNCC3)CC2)ccc1Nc1cncc(NC2CCOCC2)n1.c1cc(N2CCC(N3CCNCC3)CC2)ccc1Nc1cncc(NC2CCOCC2)n1,False,False,False
RELEBACTAM,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2,False,False,False
FILGOTINIB,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,True,False,False
ABEMACICLIB,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc(CN3CCNCC3)cn2)n1,True,False,False
AMIFAMPRIDINE PHOSPHATE,c1ccncc1,False,False,False
ENCORAFENIB,c1ccc(-c2n[nH]cc2-c2ccncn2)cc1,True,False,False
GILTERITINIB,c1cc(N2CCC(N3CCNCC3)CC2)ccc1Nc1cncc(NC2CCOCC2)n1,True,False,False
SETMELANOTIDE,O=C1CCSSCCNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)CN1,False,False,False
TENAPANOR HYDROCHLORIDE,O=C(NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c1cccc([C@@H]2CNCc3ccccc32)c1)NCCOCCOCCNS(=O)(=O)c1cccc([C@@H]2CNCc3ccccc32)c1,False,False,False
DALBAVANCIN HYDROCHLORIDE,O=C1Cc2cccc(c2)Oc2cccc(c2)[C@@H]2NC(=O)[C@@H](Cc3ccc(cc3)Oc3cc4cc(c3O[C@H]3CCCCO3)Oc3ccc(cc3)C[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC2=O)c2cccc(c2)-c2c(cccc2O[C@@H]2CCCCO2)CNC3=O)N1,False,False,False
DALBAVANCIN,O=C1Cc2cccc(c2)Oc2cccc(c2)[C@@H]2NC(=O)[C@@H](Cc3ccc(cc3)Oc3cc4cc(c3O[C@H]3CCCCO3)Oc3ccc(cc3)C[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC2=O)c2cccc(c2)-c2c(cccc2O[C@@H]2CCCCO2)CNC3=O)N1,False,False,False
DIFEMERINE HYDROCHLORIDE,c1ccc(Cc2ccccc2)cc1,False,False,False
LINACLOTIDE,O=C1CNC(=O)[C@@H]2CSSC[C@@H]3NC(=O)CCSSC[C@H](NC(=O)[C@H](CSSC[C@@H](C(=O)NCCc4ccccc4)NC(=O)CN1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC3=O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2,False,False,False
TELAVANCIN HYDROCHLORIDE,O=C1CCc2ccc(cc2)Oc2cc3cc(c2O[C@@H]2OCCC[C@H]2O[C@H]2CCCCO2)Oc2ccc(cc2)C[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O,False,False,False
TENAPANOR,O=C(NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c1cccc([C@@H]2CNCc3ccccc32)c1)NCCOCCOCCNS(=O)(=O)c1cccc([C@@H]2CNCc3ccccc32)c1,False,False,False
DIFEMERINE,c1ccc(Cc2ccccc2)cc1,False,False,False
LUMATEPERONE,O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCN3)c1ccccc1,False,False,False
OTESECONAZOLE,c1ccc(-c2ccc(CC(Cn3cnnn3)c3ccccc3)nc2)cc1,False,False,False
VABORBACTAM,O=C(Cc1cccs1)N[C@@H]1BOCCC1,False,False,False
TOVORAFENIB,O=C(NCc1ncc(C(=O)Nc2ccccn2)s1)c1ccncn1,False,False,False
TELOTRISTAT ETIPRATE,c1ccc(-c2cc(OCc3ccccc3-n3cccn3)ncn2)cc1.c1ccccc1,True,False,False
PASIREOTIDE,O=C1CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)N1,False,False,False
OSIMERTINIB,c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1,True,True,True
ETRASIMOD,c1cc(C2CCCC2)ccc1COc1ccc2[nH]c3c(c2c1)CCC3,True,False,False
PARITAPREVIR,O=C(N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3nc4ccccc4c4ccccc34)CN2C1=O)c1cnccn1,False,False,False
FLUORODOPA F 18,c1ccccc1,False,False,False
TEPOTINIB,O=c1ccc(-c2ccccc2)nn1Cc1cccc(-c2ncc(OCC3CCNCC3)cn2)c1,True,False,False
TAZEMETOSTAT,O=C(NCc1ccc[nH]c1=O)c1cc(NC2CCOCC2)cc(-c2ccc(CN3CCOCC3)cc2)c1,True,False,False
BENZPHETAMINE HYDROCHLORIDE,c1ccc(CCNCc2ccccc2)cc1,False,False,False
AZATADINE MALEATE,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,False,False,False
CALCIFEDIOL,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12,True,False,False
TEZACAFTOR,O=C(Nc1ccc2[nH]ccc2c1)C1(c2ccc3c(c2)OCO3)CC1,False,False,False
DEXTROAMPHETAMINE SULFATE,c1ccccc1.c1ccccc1,False,False,False
CEFTAROLINE FOSAMIL ACETATE,N=C(C(=O)N[C@@H]1C(=O)N2C=C(Sc3nc(-c4cc[nH+]cc4)cs3)CS[C@H]12)c1ncsn1,False,False,False
ASENAPINE MALEATE,c1ccc2c(c1)Oc1ccccc1C1CNCC21,True,False,False
DASABUVIR SODIUM MONOHYDRATE,O=c1ccn(-c2cccc(-c3ccc4ccccc4c3)c2)c(=O)[n-]1,False,False,False
PERINDOPRIL ARGININE,C1CC[C@@H]2NCC[C@@H]2C1,False,False,False
DAPRODUSTAT,O=C1CC(=O)N(C2CCCCC2)C(=O)N1C1CCCCC1,True,False,False
ACETYLDIGITOXIN,O=C1C=C([C@H]2CCC3C2CC[C@@H]2C4CC[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CCCCO7)CO6)CO5)C[C@H]4CC[C@@H]32)CO1,False,False,False
DEXTROTHYROXINE SODIUM,c1ccc(Oc2ccccc2)cc1,False,False,False
ALISKIREN FUMARATE,c1ccccc1.c1ccccc1,False,False,False
ERYTHROMYCIN GLUCEPTATE,O=C1CCCCOC(=O)C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCC1,False,False,False
VELPATASVIR,O=C(Cc1ccccc1)N1CCC[C@H]1c1nc(-c2ccc3c(c2)COc2cc4c(ccc5nc([C@@H]6CCCN6)[nH]c54)cc2-3)c[nH]1,False,False,False
