molecule_chembl_id,pref_name,canonical_smiles,molecular_weight,alogp,hbd,hba,psa,num_rings,synonyms
CHEMBL1200343,PERINDOPRIL ERBUMINE,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,441.61,1.94,2.0,5.0,95.94,8.0,Aceon|Coversyl|MCN-A-2833-109|NSC-758929|Perindopril erbumine|Perindopril erbumine|Perindopril erbumine|Perindopril erbumine|Perindopril erbumine|Perindopril erbumine|Perindopril erbumine|Perindopril erbumine component of amlessa|Perindopril tert-butylamine|S-9490-3
CHEMBL1200345,SODIUM SUCCINATE,O=C([O-])CCC(=O)O.[Na+],140.07,,,,,,"Anhydrous sodium succinate|Butanedioic acid disodium salt|Disodium succinate|FEMA NO. 3277|Sodium succinate|Sodium succinate|Sodium succinate|Sodium succinate anhydrous|Sodium succinate, anhydrous|Sodium succinate hexahydrate|Sodium succinate hexahydrate|Succinic acid disodium salt"
CHEMBL1200347,ISOPROPAMIDE IODIDE,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],480.43,4.11,1.0,1.0,43.09,8.0,Darbid|Dipramid|Dipramide|Iodure d'isopropamide|Ioduro de isopropamida|Isamid|Isopropamide (as iodide)|Isopropamide iodide|Isopropamide iodide|Isopropamide iodide component of vesalium|Marygin-m|NSC-15521|Piaccamide|Priamide|Priazimide|R-79|Sanulcin|SKF-4740|Tyrimide
CHEMBL1200348,SULCONAZOLE NITRATE,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,460.77,6.52,0.0,3.0,17.82,6.0,Exelderm|Myk|NSC-757849|RS-44872|RS-44872-00-10-3|RS-44872-00-1O-3|Sulconazole nitrate|Sulconazole nitrate|Sulconazole nitrate|Sulconazole nitrate|Sulconazole nitrate|Sulcosyn
CHEMBL1200350,IODIPAMIDE SODIUM,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I.[Na+].[Na+],1183.73,,,,,,Cholografin sodium|Iodipamide disodium salt|Iodipamide disodium salt|Iodipamide sodium|Sodium iodipamide
CHEMBL1200351,SULFADIAZINE SODIUM,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+],272.26,0.86,2.0,5.0,97.97,3.0,NSC-117870|Sodium sulfadiazine|Sulfadiazina de sodio|Sulfadiazine sodique|Sulfadiazine sodium|Sulfadiazine sodium|Sulfadiazine sodium
CHEMBL1200353,MEGLUMINE METRIZOATE,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,823.16,3.14,2.0,3.0,86.71,3.0,Meglumine metrizoate|Metrizoate meglumine
CHEMBL1200354,SODIUM TETRADECYL SULFATE,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],316.44,4.22,1.0,3.0,63.60,11.0,Fibro-vein|Fibrovein|NSC-755887|Sodium tetradecyl sulfate|Sodium tetradecyl sulfate|Sodium tetradecyl sulfate|Sodium tetradecyl sulfate|Sodium tetradecyl sulphate|Sotradecol|S.t.d.|Tetradecilsulfato de sodio|Tetradecyl sulfate de sodium
CHEMBL1200356,CYCLACILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,341.43,0.28,3.0,5.0,112.73,3.0,Calthor|Ciclacilina|Ciclacillin|Ciclacillin|Ciclacillin|Ciclacillin|Ciclacilline|Cyclacillin|Cyclacillin|Cyclacillin|Cyclacillin|Cyclapen-w|NSC-88789|Vastcillin|Vasticillin|WY-4508
CHEMBL1200357,MOXALACTAM DISODIUM,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+],564.44,-1.13,4.0,12.0,206.30,9.0,Disodium latamoxef|Latamoxef disodium|Latamoxef sodium|Latamoxef sodium|Latamoxefum dinatricum|LY-127935|LY127935|Moxalactam disodium|Moxalactam disodium|Moxalactam disodium|Moxalactam disodium salt|Moxalactam disodium salt|Moxam|NSC-757107|Shiomarin
CHEMBL1200358,SODIUM PHENYLACETATE,O=C([O-])Cc1ccccc1.[Na+],158.13,,,,,,NSC-3039|Sodium phenylacetate|Sodium phenylacetate|Sodium phenylacetate|Sodium phenylacetate component of ammonul|Sodium phenylacetate component of ucephan|Sodium phenylacetic acid
CHEMBL1200359,SULFAMETER,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,280.31,0.87,2.0,6.0,107.20,4.0,AHR-857|BAY-5400|Bayrena|NSC-683528|NSC-757874|SH-613|Sulfameter|Sulfameter|Sulfameter|Sulfamethoxydiazine|Sulfamethoxypyrimidine|Sulfametin|Sulfametoxidiazina|Sulfametoxydiazine|Sulfametoxydiazine|Sulfametoxydiazine|Sulfametoxydiazine|Sulla|Sulphamethoxydiazine|Ultrax
CHEMBL1200360,IOFETAMINE HYDROCHLORIDE I 123,CC(C)NC(C)Cc1ccc([123I])cc1.Cl,335.65,3.22,1.0,1.0,12.03,4.0,"123I LABELED IMP|123I-M123|Iodine iofetamine (123i)|Iofetamina (123i)|Iofetamine (123 i)|Iofetamine (123i)|Iofetamine (123 i) hcl|Iofetamine (123 i) hydrochloride|Iofetamine hydrochloride i 123|Iofetamine hydrochloride i 123|Iofetamine hydrochloride i-123|Iofetamine hydrochloride, i-123|Iofetamine i 123|Iofetamine i 123|Iofetamine i-123|Iofetamine, i-123|Iofetamine i 123 hydrochloride|Iofetamine i 123 hydrochloride|Iofetamine ((sup 123)i)|N-isopropyl-p-iodoamphetamine (123i) hydrochloride|N-isopropyl-p-iodoamphetamine(123i) hydrochloride|Spectamine|(sup 123)i labeled imp|(sup 123)i-m123"
CHEMBL1200365,AMINOHIPPURATE SODIUM,Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+],216.17,0.08,3.0,3.0,92.42,3.0,Aminohippurate sodium|Aminohippurate sodium|Aminohippurate sodium|Monosodium p-aminohippurate|P-aminohippurate|.rho.-aminohippuric acid sodium salt|Sodium p-aminohippurate|Sodium p-aminohippurate
CHEMBL1200366,CEPHALEXIN HYDROCHLORIDE,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.Cl.O,401.87,0.44,3.0,5.0,112.73,4.0,Cefalexin hydrochloride|Cephalexin hcl|Cephalexin hydrochloride|Cephalexin hydrochloride|Cephalexin hydrochloride|Cephalexin hydrochloride|Cephalexin monohydrochloride monohydrate|Keftab|LY-061188|LY061188
CHEMBL1200367,ECHOTHIOPHATE IODIDE,CCOP(=O)(OCC)SCC[N+](C)(C)C.[I-],383.23,2.61,0.0,4.0,35.53,8.0,217-MI|Echodide|Echothiophate iodide|Echothiophate iodide|Echothiophate iodide|Ecothiopate iodide|Ecothiopate iodide|Ecothiopate iodide|Iodure d'ecothiopate|Ioduro de ecotiopato|Phospholine iodide
CHEMBL1200368,BENTIROMIDE,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,404.42,3.07,4.0,4.0,115.73,7.0,"Bentiromida|Bentiromide|Bentiromide|Bentiromide|Bentiromide|Bentiromide|Bentiromide|BTPABA PFT|BTPABA, PFT|BTPABA-PFT|BTPABAPFT|Chymex|E-2663|Pfd"
CHEMBL1200370,BENZOYL PEROXIDE,O=C(OOC(=O)c1ccccc1)c1ccccc1,242.23,2.62,0.0,4.0,52.60,2.0,Acetoxyl 2.5|Acetoxyl 5|Acnecide|Acnecide 10|Acnegel|Acnegel fte|Acnidazil|Anhydrous benzoyl peroxide|Benoxyl 10|Benoxyl 20|Benoxyl 5|Benzagel 10|Benzagel 5|Benzamycin|Benzoylis peroxidum cum aqua|Benzoyl peroxide|Benzoyl peroxide|Benzoyl peroxide|Benzoyl peroxide|Benzoyl peroxide|Benzoyl peroxide|Benzoyl peroxide|Benzoyl peroxide|Benzoyl peroxide anhydrous|Benzoyl peroxide component of acanya|Benzoyl peroxide component of aktipak|Benzoyl peroxide component of benzaclin|Benzoyl peroxide component of benzamycin|Benzoyl peroxide component of cabtreo|Benzoyl peroxide component of duac|Benzoyl peroxide component of epiduo|Benzoyl peroxide component of idp-126|Benzoyl peroxide component of onexton|Benzoyl peroxide component of twyneo|Benzoyl superoxide|Brevoxyl|Clearasil max 10|Dermoxyl|Dry clear|E-928|E928|Epsolay|Epsolay|Gppe lotio gel|Hydrous benzoyl peroxide|Ins-928|Ins no.928|Mediclear|Mediclear acne 10|Mediclear acne 5|Nericur|NSC-671|NSC-675|Oxy-10|Oxy-10 cover-up|Oxy-5|Panoxyl 10|Panoxyl 10 acnegel|Panoxyl 10 aquagel|Panoxyl 2.5 aquagel|Panoxyl 5 acnegel|Panoxyl 5 aquagel|Panoxyl crm 5|Panoxyl lot 10|Panoxyl lot 5|Quinoderm 5|Quinoped|Theraderm 10|Theraderm 5|Topex|Ultra clearasil|Valderma|Vanair
CHEMBL1200374,EXEMESTANE,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,296.41,4.03,0.0,2.0,34.14,0.0,Aromasin|Exemestane|Exemestane|Exemestane|Exemestane|Exemestane|Exemestane|Exemestane|Exemestane|Exemestane|Exemestane|Exemestane|Exemestano|FCE-24304|FCE24304|NSC-758907|PNU-155971
CHEMBL1200375,EDETATE CALCIUM DISODIUM ANHYDROUS,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],374.27,,,,,,Adsorbonac|Antallin|Calcium disodium edetate|Calcium disodium edta|Calcium titriplex|Detoxamin|Disodium calcium edta|E-385|E385|Edetamine|Edetate calcium disodium anhydrous|Edta calcium disodium salt|Ins-385|Ins no.385|Mosatil|Nsc-310151|Sormetal|Tetazine
CHEMBL1200376,BETAMETHASONE BENZOATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,496.58,3.76,2.0,6.0,100.90,4.0,Betamethasone 17-benzoate|Betamethasone benzoate|Betamethasone benzoate|Betamethasone benzoate|Betamethasone benzoate|Uticort|W 5975|W-5975
CHEMBL1200377,AMPHETAMINE ASPARTATE,CC(N)Cc1ccccc1.NC(CC(=O)O)C(=O)O,268.31,1.58,1.0,1.0,26.02,2.0,Amfetamine aspartate|Amphetamine aspartate|Amphetamine aspartate|Amphetamine aspartate component of mydayis
CHEMBL1200379,APRACLONIDINE HYDROCHLORIDE,Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,281.57,1.76,3.0,2.0,62.44,1.0,AL-02145|AL02145|Aplonidine hydrochloride|Apraclonidine hcl|Apraclonidine hydrochloride|Apraclonidine hydrochloride|Apraclonidine hydrochloride|Apraclonidine hydrochloride|Apraclonidine hydrochloride|Iopidine
CHEMBL1200380,ACYCLOVIR SODIUM,Nc1nc([O-])c2ncn(COCCO)c2n1.[Na+],247.19,-1.33,3.0,7.0,119.05,4.0,Aciclovir sodium|Aciclovir sodium|Acyclovir sodium|Acyclovir sodium|Acyclovir sodium|Acyclovir sodium|Acyclovir sodium salt|BW 248U|BW 248U SODIUM|BW-248U SODIUM|BW-248U-SODIUM|BW248U SODIUM|Sodium acyclovir|Zovirax
CHEMBL1200381,ARGININE HYDROCHLORIDE,Cl.N=C(N)NCCC[C@H](N)C(=O)O,210.66,,,,,,Arginine hcl|Arginine hydrochloride|Arginine hydrochloride|Arginine hydrochloride|Arginine hydrochloride|Arginine hydrochloride|Arginine hydrochloride|Arginine hydrochloride|L-arginine hcl|L-arginine hydrochloride|NSC-203450|NSC-7914|R-gene 10
CHEMBL1200382,BEPRIDIL HYDROCHLORIDE,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O,421.03,4.83,0.0,3.0,15.71,10.0,Bepadin|Bepridil hydrochloride|Bepridil hydrochloride|Bepridil hydrochloride|Bepridil hydrochloride hydrate|Bepridil hydrochloride hydrate|Bepridil hydrochloride monohydrate|Bepridil hydrochloride monohydrate|CERM 1978|CERM-1978|Cordium|NSC-758390|Unicordium|Vascor
CHEMBL1200383,BENZTROPINE MESYLATE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O,403.54,4.42,0.0,2.0,12.47,4.0,Benzatropine mesilate|Benzatropine mesilate|Benztropine mesilate|Benztropine mesylate|Benztropine mesylate|Benztropine mesylate|Benztropine methanesulfonate|Cogentin|NSC-169913
CHEMBL1200384,BETAMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,504.60,3.82,1.0,7.0,106.97,6.0,"Alphatrex|Betamethasone 17,21-dipropionate|Betamethasone (as dipropionate)|Betamethasone dipropionate|Betamethasone dipropionate|Betamethasone dipropionate|Betamethasone dipropionate|Betamethasone dipropionate|Betamethasone dipropionate|Betamethasone dipropionate|Betamethasone dipropionate component of enstilar|Betamethasone dipropionate component of leo-90100|Betamethasone dipropionate component of lotrisone|Betamethasone dipropionate component of taclonex|Betamethasone dipropionate component of wynzora|Diprolene|Diprolene af|Diprosone|Diprospan|Maxivate|NSC-758415|Rinderon dp|SCH 11460|SCH-11460|Sernivo"
CHEMBL1200385,ARBUTAMINE HYDROCHLORIDE,Cl.Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,353.85,2.45,5.0,5.0,92.95,8.0,Arbutamine hcl|Arbutamine hydrochloride|Arbutamine hydrochloride|Arbutamine hydrochloride|Genesa|GP-2-121-3
CHEMBL1200386,PREDNICARBATE,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,488.58,3.70,1.0,8.0,116.20,6.0,Dermatop|Dermatop e emollient|HOE 777|HOE-777|LAS-189961|LAS189961|NSC-760042|Prednicarbate|Prednicarbate|Prednicarbate|Prednicarbate|Prednicarbate|Prednicarbate|Prednicarbate|Prednicarbate|Prednicarbate|PREDNICARBATE COMPONENT OF LAS-41003|Prednicarbato|S 77 0777|S-77 0777|S-77-0777|S-770777
CHEMBL1200387,AMPHETAMINE ADIPATE,CC(N)Cc1ccccc1.O=C(O)CCCCC(=O)O,281.35,1.58,1.0,1.0,26.02,2.0,Amfetamine adipate|Amphetamine adipate|Amphetamine adipate component of delcobese
CHEMBL1200388,CLOXACILLIN SODIUM,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],475.89,2.55,2.0,6.0,112.74,4.0,BRL-1621|Cloxacillin (as sodium)|Cloxacillin sodium|Cloxacillin sodium|Cloxacillin sodium|Cloxacillin sodium|Cloxacillin sodium|Cloxacillin sodium|Cloxacillin sodium hydrate|Cloxacillin sodium hydrate|Cloxacillin sodium salt monohydrate|Cloxapen|Cloxypen|Dariclox|Ekvacillin|Latocillin|Methocillin-s|P-25|Sodium cloxacillin monohydrate|Tegopen
CHEMBL1200389,BRIMONIDINE TARTRATE,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)[C@H](O)[C@@H](O)C(=O)O,442.23,1.76,2.0,5.0,62.20,1.0,AGN 190342-LF|AGN-190342-LF|AGN-190342LF|Alphagan|Alphagan p|Brimonidine d-tartrate|Brimonidine tartrate|Brimonidine tartrate|Brimonidine tartrate|Brimonidine tartrate|Brimonidine tartrate|Brimonidine tartrate|Brimonidine tartrate|Brimonidine tartrate|Brimonidine tartrate component of combigan|Brimonidine tartrate component of simbrinza|Bromoxidine tartrate|Brymont|Cd-07805|CD-07805/47|CD07805/47|Lumify|Lumify preservative free|Mirvaso|OCU-300|OCU300|Qoliana|UK-14304-18|UK-1430418
CHEMBL1200391,TROMETHAMINE,NC(CO)(CO)CO,121.14,-2.34,4.0,4.0,86.71,3.0,NSC-6365|Tham|Tris-base|Tris(hydroxymethyl)aminomethane|Trizma|Trometamol|Trometamol|Trometamol|Trometamol|Trometamol|Tromethamine|Tromethamine|Tromethamine|Tromethamine|Tromethamine|Tromethamine component of tham-e
CHEMBL1200392,DOXYLAMINE SUCCINATE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,388.46,2.92,0.0,3.0,25.36,6.0,Alsodorm|Decapryn|Donormil|Donormyl|Dormidina|Doxylamine hydrogen succinate|Doxylamine succinate|Doxylamine succinate|Doxylamine succinate|Doxylamine succinate|Doxylamine succinate component of bendectin|Doxylamine succinate component of bonjesta|Doxylamine succinate component of diclectin|Doxylamine succinate component of diclegis|Doxy-sleep-aid|Gittalun|Hoggar n|Meraprina|NSC-74772|Unisom
CHEMBL1200393,GREPAFLOXACIN HYDROCHLORIDE,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl,395.86,2.28,2.0,5.0,74.57,3.0,Grepafloxacin hcl|Grepafloxacin hydrochloride|Grepafloxacin hydrochloride|Grepafloxacin hydrochloride|Grepafloxacin hydrochloride|OPC-17116|Raxar
CHEMBL1200395,ORPHENADRINE CITRATE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,461.51,3.66,0.0,2.0,12.47,6.0,Norflex|NSC-757238|Orphenadrine (citrate)|Orphenadrine citrate|Orphenadrine citrate|Orphenadrine citrate|Orphenadrine citrate component of invagesic|Orphenadrine citrate component of invagesic forte|Orphenadrine citrate component of norgesic|Orphenadrine citrate component of orphengesic|Orphenadrine citrate component of orphengesic forte|Orphenadrine dihydrogen citrate
CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,324.90,3.90,1.0,2.0,32.34,5.0,"AH-2250|Bupivacaine hcl|Bupivacaine hydrochloride|Bupivacaine hydrochloride|Bupivacaine hydrochloride|Bupivacaine hydrochloride|Bupivacaine hydrochloride|Bupivacaine hydrochloride|Bupivacaine hydrochloride|Bupivacaine hydrochloride|Bupivacaine hydrochloride component of duocaine|Bupivacaine hydrochloride component of sensorcaine|Bupivacaine hydrochloride hydrate|Bupivacaine hydrochloride hydrate|Bupivacaine hydrochloride kit|Bupivacaine hydrochloride monohydrate|Bupivacaine hydrochloride monohydrate|Bupivacaine hydrochloride preservative free|Bupivacaine hydrochloride rs|Bupivacaini hydrochloridum|Bupivac hcl|Carbostesin|LAC-43|Marcain|Marcaine|Marcaine hydrochloride|Marcaine hydrochloride preservative free|NSC-758631|Sensorcaine|WIN 11,318|WIN-11318|Xaracoll|Xaracoll"
CHEMBL1200397,BUTENAFINE HYDROCHLORIDE,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl,353.94,5.77,0.0,1.0,3.24,4.0,Butenafine hcl|Butenafine hydrochloride|Butenafine hydrochloride|Butenafine hydrochloride|Butenafine hydrochloride|Butenafine hydrochloride|KP-363|Lotrimin ultra|Mentax|Mentax-tc|Volley
CHEMBL1200398,BUTOCONAZOLE NITRATE,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O,474.80,6.64,0.0,3.0,17.82,7.0,Butoconazole nitrate|Butoconazole nitrate|Butoconazole nitrate|Butoconazole nitrate|Butoconazole nitrate|Butoconazole nitrate|Femstat|Femstat 3|Gynazole|Gynazole-1|RS-35887|RS-35887-00-10-3
CHEMBL1200399,BUSPIRONE HYDROCHLORIDE,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,421.97,2.09,0.0,6.0,69.64,6.0,APD-405|APD405|Buspar|Buspirone hcl|Buspirone hydrochloride|Buspirone hydrochloride|Buspirone hydrochloride|Buspirone hydrochloride|Buspirone hydrochloride|Buspirone hydrochloride|Buspirone hydrochloride|Buspirone hydrochloride|MJ 9022-1|MJ-9022-1|NSC-751138|NSC-759571
CHEMBL1200400,AZATHIOPRINE SODIUM,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+],299.25,1.15,1.0,8.0,115.42,3.0,Azathioprine sodium|Azathioprine sodium|Azathioprine sodium|Azathioprine sodium salt|Imuran|Imuran injection
CHEMBL1200402,AMLODIPINE BESYLATE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,567.06,2.27,2.0,7.0,99.88,8.0,"Amlodipine (as besilate)|Amlodipine benzenesulfonate|Amlodipine besilate|Amlodipine besilate|Amlodipine besylate|Amlodipine besylate|Amlodipine besylate|Amlodipine besylate|Amlodipine besylate|Amlodipine besylate component of amlessa|Amlodipine besylate component of amturnide|Amlodipine besylate component of azor|Amlodipine besylate component of caduet|Amlodipine besylate component of consensi|Amlodipine besylate component of copalia|Amlodipine besylate component of dafiro  amlodipine besilate|Amlodipine besylate component of dafiro-hct  amlodipine besilate|Amlodipine besylate component of exforge|Amlodipine besylate component of exforge  amlodipine besilate|Amlodipine besylate component of exforge hct|Amlodipine besylate component of exforge-hct  amlodipine besilate|Amlodipine besylate component of imprida  amlodipine besilate|Amlodipine besylate component of imprida-hct  amlodipine besilate|Amlodipine besylate component of lotrel|Amlodipine besylate component of onduarp|Amlodipine besylate component of prestalia|Amlodipine besylate component of tekamlo|Amlodipine besylate component of tribenzor|Amlodipine besylate component of twynsta|Amlor|Antacal|Lodipressin|Monopina|Norliqva|Norliqva|Norvasc|NSC-758922|UK-48,340-26|UK-48340-26"
CHEMBL1200405,BITOLTEROL MESYLATE,CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,557.67,5.16,2.0,6.0,84.86,7.0,"Bitolterol mesilate|Bitolterol mesilate|Bitolterol mesylate|Bitolterol mesylate|Bitolterol mesylate|Bitolterol methanesulfonate|Bitolterol methanesulfonate|Tornalate|WIN 32,784|WIN-32784"
CHEMBL1200406,DIMENHYDRINATE,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,469.97,,,,,,Antemin|Dimenhidrinato|Dimenhydrinate|Dimenhydrinate|Dimenhydrinate|Dimenhydrinate|Dimenhydrinate|Dimenhydrinate|Dimenhydrinate|Dramamine|NSC-117855|Vertigo-vomex s
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,288.82,2.58,1.0,2.0,32.34,5.0,Akten|Alphacaine hydrochloride|Anestacon|Anhydrous lidocaine hydrochloride|Anodesyn|Bismodyne|Bradosol plus|Calgel|Co-phenylcaine fte|Denela|Dequaspray|Emla|Germoloids|Germoloids complete|Glydo|Hemocane|Iglu|Instillagel|Laryngojet|Laryng-o-jet kit|Laryngotracheal anesthesia kit|Lidocaine hcl|Lidocaine hydrochloride|Lidocaine hydrochloride|Lidocaine hydrochloride|Lidocaine hydrochloride|Lidocaine hydrochloride|Lidocaine hydrochloride anhydrous|Lidocaine hydrochloride component of duocaine|Lidocaine hydrochloride component of embolex|Lidocaine hydrochloride component of hbn-1|Lidocaine hydrochloride component of iontocaine|Lidocaine hydrochloride component of lidosite topical system kit|Lidocaine hydrochloride component of lignospan forte|Lidocaine hydrochloride component of octocaine|Lidocaine hydrochloride monohydrate|Lidocaine hydrochloride preservative free|Lidocaine hydrochloride usp|Lidocaine hydrochloride viscous|Lidocaine viscous|Lidocaini hydrochloridum|Lidocaton|Lido hcl|Lidopen|Lignocaine (as hydrochloride)|Lignokent|Lignospan special|Lignostab|Lignostab-a|Lignostab a 100|Lignostab n|Lta ii kit|Medijel|NSC-757420|Oragard|Pediatric lta kit|Preparation h|Rexocaine|Versatis|Xylocaine|Xylocaine dental|Xylocaine hydrochloride|Xylocaine preservative free|Xylocaine viscous|Xylotox e80|Zingo
CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,257.76,1.05,3.0,3.0,53.16,5.0,Ibenzmethyzine hydrochloride|Matulane|Natulan|NCI-C 01810|NCI-C-01810|NSC-77213|Procarbazine hcl|Procarbazine hydrochloride|Procarbazine hydrochloride|Procarbazine hydrochloride|Procarbazine hydrochloride|Procarbazine hydrochloride|Procarbazine hydrochloride|Procarbazine hydrochloride|Procarbazini hydrochloridum|RO 4 6467/1|RO 4-6467/1|RO-4-6467/1|RO 4-646711|RO-4-6467 HYDROCHLORIDE
CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,296.84,2.85,1.0,2.0,32.34,7.0,Adartrel|Aimpart xl|Clevor|Ipinnia xl|Ralnea xl|Raponer xl|Repinex xl|Requip|Requip xl|Ropilynz xl|Ropinirole (as hydrochloride)|Ropinirole hcl|Ropinirole hydrochloride|Ropinirole hydrochloride|Ropinirole hydrochloride|Ropinirole hydrochloride|Ropinirole hydrochloride|Ropinirole hydrochloride|Ropinirole hydrochloride|Ropinirole hydrochloride|Ropinirole hydrochloride|SK&F 101468-A|SK&F-101468-A|Spiroco xl
CHEMBL1200412,NANDROLONE PHENPROPIONATE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,406.57,5.67,0.0,3.0,43.37,4.0,Durabolin|Nandrolone phenpropionate|Nandrolone phenpropionate|Nandrolone phenylpropionate|NSC-23162
CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,236.75,2.11,1.0,2.0,24.39,1.0,NSC-757339|Rhinopront|Tetrahydrozoline hydrochloride|Tetrahydrozoline hydrochloride|Tetrahydrozoline hydrochloride|Tetrahydrozoline hydrochloride|Tetryzoline hydrochloride|Tyzine|Visine|Yxin
CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,337.85,2.96,4.0,4.0,72.72,7.0,46236|Dl-dobutamine hydrochloride|Dobutamine hcl|Dobutamine hydrochloride|Dobutamine hydrochloride|Dobutamine hydrochloride|Dobutamine hydrochloride|Dobutamine hydrochloride|Dobutamine hydrochloride|Dobutamine hydrochloride|Dobutamine hydrochloride|Dobutamine hydrochloride|Dobutrex|Inotrex|NSC-299583|Posiject
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,312.84,1.96,1.0,3.0,45.33,3.0,EN-1733A|Moban|Molindone hcl|Molindone hydrochloride|Molindone hydrochloride|Molindone hydrochloride|Molindone hydrochloride|Molindone hydrochloride
