cell_id,distil_ss,dn50_lm,is_gold,ngenes_modulated_dn_lm,ngenes_modulated_up_lm,pert_dose,pert_id,pert_iname,pert_time,sig_id,up50_lm
MCF7,2.76011,"['6696', '1459', '64943', '1848', '1647', '4817', '8851', '4616', '55179', '3775', '5909', '7015', '23161', '54438', '60528', '2954', '6790', '51422', '51053', '55699', '1958', '5743', '1029', '10782', '7905', '1662', '1123', '79643', '1788', '54512', '949', '8837', '26292', '23149', '11200', '4609', '10813', '3725', '90861', '23321', '9943', '10285', '9924', '9375', '1802', '79143', '2886', '2309', '6813', '64429']",False,9,15,10.0,BRD-A35869383,ibrutinib,6,LJP002_MCF7_6H:BRD-A35869383-001-01-9:10,"['23335', '9289', '2852', '54957', '63874', '55793', '23212', '5997', '9988', '5985', '10227', '3157', '23038', '23636', '3638', '128', '10245', '9710', '4783', '91137', '58497', '55011', '23142', '7153', '2058', '30', '10046', '2778', '899', '9143', '7074', '7750', '6774', '9531', '51335', '26001', '22908', '11230', '1534', '644', '3156', '4582', '11319', '8440', '50813', '55608', '9851', '10810', '3398', '51005']"
MCF7,4.50366,"['9375', '9650', '23014', '310', '53343', '79071', '8349', '23658', '9134', '51071', '5110', '5261', '1452', '5601', '637', '54205', '23585', '1026', '3091', '4893', '4925', '23244', '30849', '27346', '7158', '57761', '11325', '5359', '949', '8607', '5440', '4609', '8624', '26128', '2771', '2353', '9270', '7027', '8826', '6697', '23326', '902', '9943', '1019', '55699', '8520', '10732', '533', '55256', '54881']",True,46,57,2.0,BRD-A35869383,ibrutinib,6,LJP002_MCF7_6H:BRD-A35869383-001-01-9:2,"['22905', '2048', '10270', '7099', '57192', '5480', '5971', '5058', '81544', '89910', '5054', '56940', '9988', '26993', '22841', '23463', '63874', '7165', '5255', '79080', '23139', '79170', '55620', '2769', '9289', '55129', '10245', '899', '55604', '7376', '5654', '3398', '22794', '10525', '57019', '6909', '991', '23410', '5092', '8518', '5921', '4651', '10610', '23223', '51335', '23013', '8312', '5985', '25987', '2624']"
MCF7,3.118,"['3098', '54505', '8607', '10730', '154', '8324', '7866', '25976', '4043', '993', '23212', '5357', '1153', '1983', '51116', '64943', '4609', '10007', '10493', '25874', '4172', '51495', '3329', '51071', '8895', '6709', '10972', '11230', '2771', '6342', '874', '1958', '965', '695', '9134', '2065', '5440', '9805', '960', '9170', '1123', '11031', '10606', '11137', '2222', '902', '4893', '9133', '22926', '10732']",False,13,22,0.4,BRD-A35869383,ibrutinib,6,LJP002_MCF7_6H:BRD-A35869383-001-01-9:0.4,"['51719', '7690', '55111', '1829', '5054', '9988', '60493', '9124', '81544', '5607', '6622', '9709', '79170', '5654', '28969', '2954', '8091', '991', '29928', '63874', '6894', '10165', '50814', '4303', '10845', '9016', '23', '116832', '10320', '840', '55958', '2887', '57215', '57192', '55604', '2131', '6696', '51293', '8720', '2852', '9903', '9552', '572', '4891', '58533', '7852', '10775', '89910', '80349', '9143']"
MCF7,3.58618,"['965', '10813', '207', '7105', '10776', '10285', '26520', '22796', '51599', '8624', '10845', '4925', '3329', '9517', '2353', '2673', '9924', '27095', '4609', '7157', '670', '11000', '6253', '6772', '11319', '51382', '5889', '5782', '55818', '64422', '83743', '10732', '874', '22883', '23076', '51116', '8243', '4891', '9133', '8270', '90861', '23061', '64429', '9270', '29082', '1465', '7416', '23658', '7750', '54881']",False,29,25,0.08,BRD-A35869383,ibrutinib,6,LJP002_MCF7_6H:BRD-A35869383-001-01-9:0.08,"['5971', '7099', '5985', '30836', '10962', '1062', '3122', '55011', '79174', '55008', '2769', '7511', '57215', '10245', '9851', '899', '7690', '22823', '5921', '10057', '10898', '25', '57192', '6622', '55847', '1385', '54957', '10049', '64746', '823', '51719', '5054', '10398', '6919', '79080', '1111', '1845', '8996', '10123', '10644', '26993', '2852', '65123', '23335', '55793', '998', '64781', '9097', '11182', '2534']"
MDAMB231,2.63662,"['22887', '147179', '5601', '902', '1666', '2817', '10670', '11319', '3480', '51293', '993', '7376', '25839', '10972', '5796', '965', '24149', '7158', '9653', '3725', '5498', '22796', '50814', '51742', '8574', '10362', '10298', '5891', '29890', '51005', '5525', '3091', '9868', '4925', '50865', '4780', '54623', '9903', '54512', '11011', '51160', '1662', '3028', '11073', '5747', '670', '57215', '79716', '1027', '7511']",False,7,14,10.0,BRD-K64052750,gefitinib,24,LJP002_MDAMB231_24H:BRD-K64052750-001-08-4:10,"['1534', '79600', '51335', '9710', '2017', '1001', '55111', '51635', '10810', '5096', '9124', '8312', '57019', '10150', '1643', '23013', '7905', '60493', '2810', '10058', '79006', '51385', '10245', '10227', '7165', '128', '8804', '323', '11261', '10270', '2115', '4331', '3775', '6390', '3251', '26993', '9709', '29763', '7866', '23443', '8204', '4783', '89910', '1845', '64422', '23512', '10954', '6443', '4582', '3930']"
MDAMB231,2.77992,"['6944', '2184', '5909', '6253', '51001', '1399', '23386', '9143', '9181', '9688', '5154', '79643', '79716', '10123', '5710', '54438', '55818', '6793', '8870', '23271', '11344', '727', '2195', '1465', '3303', '7358', '10099', '79921', '1027', '11232', '5467', '26227', '5108', '1454', '3978', '2534', '7511', '873', '10954', '51116', '91137', '25793', '54623', '10450', '23149', '9270', '5018', '1848', '2064', '58478']",False,5,10,2.0,BRD-K64052750,gefitinib,24,LJP002_MDAMB231_24H:BRD-K64052750-001-08-4:2,"['5058', '5096', '2264', '10810', '23097', '10329', '23223', '9053', '51635', '54681', '3251', '2353', '27109', '2954', '9261', '5355', '5603', '51335', '5993', '1001', '9552', '80212', '23530', '79600', '9112', '9133', '8821', '8324', '60493', '5255', '6443', '5480', '85236', '3206', '4208', '10730', '85377', '7690', '8518', '7048', '9519', '5601', '11072', '6676', '4793', '3383', '6990', '51015', '332', '154']"
MDAMB231,2.74423,"['5525', '5366', '5829', '10153', '9917', '1052', '51001', '5699', '9093', '60528', '5796', '26054', '51385', '1616', '57048', '11344', '10641', '9133', '9488', '5747', '22827', '1123', '10489', '874', '55324', '9695', '596', '652', '57192', '11232', '5547', '9928', '5900', '81533', '9847', '5836', '57761', '1465', '23244', '55256', '147179', '7511', '2288', '5287', '5347', '10318', '10776', '3312', '7088', '142']",False,11,12,0.4,BRD-K64052750,gefitinib,24,LJP002_MDAMB231_24H:BRD-K64052750-001-08-4:0.4,"['4016', '79947', '55129', '10954', '25966', '9710', '10695', '642', '8204', '93594', '672', '1001', '27109', '64080', '23378', '8312', '896', '3337', '9943', '54915', '10813', '7106', '9833', '2954', '3162', '50865', '22887', '3028', '5111', '29928', '57178', '23463', '5255', '5710', '55111', '1050', '22934', '10058', '23029', '85377', '11014', '1019', '4864', '5715', '1385', '23512', '51015', '10165', '80349', '23386']"
MDAMB231,2.99191,"['5366', '79170', '10451', '11044', '831', '9097', '23244', '23271', '1027', '9842', '65057', '701', '91949', '4998', '23368', '8996', '9915', '6832', '6657', '998', '4817', '10123', '6810', '8446', '5321', '9221', '6464', '5498', '5792', '596', '1906', '8884', '5525', '5796', '57761', '55012', '2064', '27242', '10797', '2288', '670', '5106', '26511', '11232', '4780', '10318', '10059', '124583', '58478', '51160']",True,16,13,0.08,BRD-K64052750,gefitinib,24,LJP002_MDAMB231_24H:BRD-K64052750-001-08-4:0.08,"['4067', '80204', '23097', '595', '2767', '5654', '4088', '5427', '9637', '642', '25825', '1062', '30', '3480', '5921', '1845', '11168', '10227', '10270', '8202', '4482', '10046', '7874', '29928', '23039', '55129', '1829', '4783', '23463', '9124', '9517', '9053', '23223', '11014', '10732', '9019', '3930', '9267', '55699', '93487', '3315', '10150', '1514', '9261', '3091', '58472', '54807', '7106', '23061', '6990']"
MDAMB231,3.41646,"['6347', '9289', '6850', '9653', '6461', '142', '8800', '4312', '9915', '10206', '1677', '4925', '10123', '3551', '3308', '8974', '79902', '1399', '3033', '23321', '57761', '90861', '5873', '10285', '79921', '51097', '5925', '10972', '5106', '10007', '3725', '124583', '11232', '8318', '9801', '3611', '8884', '16', '6193', '54733', '26064', '388650', '2673', '5796', '572', '9093', '30836', '3122', '10049', '5111']",True,18,25,10.0,BRD-A35869383,ibrutinib,24,LJP002_MDAMB231_24H:BRD-A35869383-001-01-9:10,"['2048', '6622', '54807', '54881', '55793', '2017', '23365', '9686', '481', '51466', '9903', '6603', '80212', '4792', '10954', '6894', '868', '3480', '7750', '2195', '3162', '93594', '6195', '23522', '57019', '79850', '4864', '9703', '10165', '54386', '7852', '595', '11325', '7905', '11182', '8573', '23038', '7874', '9817', '23585', '4303', '695', '23636', '1062', '6709', '642', '9697', '7168', '8878', '5468']"
MDAMB231,2.4728,"['10450', '10559', '836', '6908', '55012', '23325', '51170', '1829', '6499', '652', '1452', '7485', '51097', '6184', '4925', '388650', '9805', '622', '51742', '3482', '22908', '22889', '51282', '26064', '3028', '9181', '6790', '7264', '7511', '6810', '25976', '10617', '10953', '10285', '2771', '58472', '57215', '55818', '5110', '9926', '25932', '5289', '2673', '8574', '11232', '2063', '2131', '9133', '56654', '91137']",False,10,4,2.0,BRD-A35869383,ibrutinib,24,LJP002_MDAMB231_24H:BRD-A35869383-001-01-9:2,"['9710', '5654', '10810', '60493', '8324', '2356', '154', '2264', '5427', '54438', '57178', '7690', '2954', '1062', '4891', '30', '10174', '5986', '7376', '1845', '9686', '23530', '976', '7416', '9124', '55793', '2769', '51466', '10695', '23338', '5154', '10150', '23378', '10813', '10525', '375346', '23039', '2810', '7750', '5900', '831', '5373', '54850', '3454', '1017', '25', '9112', '8727', '10180', '25805']"
MDAMB231,2.75081,"['7538', '388650', '23368', '6850', '55179', '11044', '51070', '7016', '4817', '54623', '9491', '65057', '6790', '3551', '9915', '10206', '55893', '8837', '7015', '22796', '6657', '3202', '9847', '9868', '2042', '51569', '10320', '79921', '7158', '5498', '27244', '6461', '23271', '1788', '23321', '11232', '93594', '5699', '79716', '501', '5796', '51097', '991', '7511', '5321', '29083', '124583', '7358', '2131', '57761']",True,12,7,0.4,BRD-A35869383,ibrutinib,24,LJP002_MDAMB231_24H:BRD-A35869383-001-01-9:0.4,"['54807', '51466', '10270', '50865', '23365', '23463', '10813', '2954', '3480', '11072', '9710', '642', '93487', '55604', '11142', '26036', '79850', '29763', '10329', '23636', '10730', '8573', '9124', '5373', '481', '50813', '85377', '9833', '5986', '54505', '1956', '23013', '58497', '7874', '23670', '2769', '8518', '5836', '9686', '9112', '5357', '23530', '5096', '22908', '5092', '102', '5480', '23585', '9903', '6195']"
MDAMB231,2.93404,"['30001', '79643', '8270', '25803', '22889', '51026', '3628', '10038', '4791', '2886', '58472', '90861', '3682', '5547', '23658', '7165', '8870', '890', '57147', '3028', '63933', '8607', '23443', '3066', '5796', '9702', '695', '5900', '10190', '10972', '10007', '902', '8884', '5096', '57215', '8446', '50814', '1465', '5867', '1452', '5699', '83743', '9134', '79143', '5366', '1070', '965', '8243', '55011', '51021']",False,8,19,0.08,BRD-A35869383,ibrutinib,24,LJP002_MDAMB231_24H:BRD-A35869383-001-01-9:0.08,"['80349', '7994', '3775', '4851', '11261', '23335', '6714', '8324', '7376', '1802', '2048', '2887', '60493', '7852', '10174', '65123', '11168', '10695', '7750', '5716', '9686', '22887', '998', '5997', '4638', '55038', '30', '10150', '6894', '4891', '50865', '6772', '55793', '9695', '64746', '9112', '3337', '4088', '6909', '23670', '5480', '9261', '2690', '4312', '3508', '7466', '25966', '79850', '23097', '5889']"
MDAMB231,3.55961,"['79071', '6774', '2920', '4793', '4172', '5971', '5891', '1212', '27346', '466', '899', '55748', '9688', '91137', '80347', '9738', '60528', '1605', '355', '23658', '2896', '11325', '3482', '7158', '5525', '4850', '9761', '9926', '2771', '9375', '7358', '6810', '54623', '9847', '11344', '2956', '1070', '22889', '891', '1983', '9053', '9134', '8895', '51293', '2673', '25932', '64429', '4780', '9961', '10362']",False,17,28,10.0,BRD-K64052750,gefitinib,6,LJP002_MDAMB231_6H:BRD-K64052750-001-08-4:10,"['80204', '5985', '9143', '51466', '3775', '7376', '55111', '25825', '8553', '5607', '51635', '10681', '22887', '89910', '5427', '79643', '2954', '154', '51385', '30', '2690', '976', '29763', '2769', '54915', '1062', '9924', '8996', '9988', '958', '23142', '5255', '8202', '6714', '4998', '5889', '23536', '1994', '5654', '10227', '54957', '10730', '85377', '5909', '80212', '7905', '6251', '808', '2961', '3300']"
MDAMB231,3.30556,"['10099', '9181', '1429', '5106', '23463', '56654', '1019', '83743', '10962', '3033', '10493', '9688', '60528', '23038', '1605', '874', '51742', '994', '8573', '2222', '7849', '4792', '6182', '8870', '51293', '6499', '6810', '8895', '3329', '8837', '54623', '329', '10450', '25803', '1454', '10904', '90861', '9531', '5347', '3611', '11230', '2673', '6461', '9133', '9053', '7511', '1846', '51382', '2195', '10038']",True,21,20,2.0,BRD-K64052750,gefitinib,6,LJP002_MDAMB231_6H:BRD-K64052750-001-08-4:2,"['55127', '7074', '29916', '6304', '3775', '1021', '23335', '4016', '51635', '22905', '54807', '8312', '7376', '1829', '93594', '2048', '51385', '28969', '51466', '3303', '2954', '11031', '2131', '2769', '23443', '2042', '808', '5427', '727', '23368', '89910', '4775', '581', '5993', '8318', '7015', '4998', '211', '23635', '8202', '26136', '7020', '5111', '79187', '4232', '8444', '2356', '51599', '5373', '23077']"
MDAMB231,3.43147,"['5154', '9221', '6919', '581', '25966', '6253', '11344', '5796', '291', '2946', '2037', '50810', '55111', '89910', '6597', '8396', '9126', '6050', '10973', '51160', '8573', '22908', '54505', '9688', '6804', '9053', '90861', '23149', '66008', '10491', '79094', '9761', '8508', '780', '6603', '7466', '2058', '11325', '976', '60528', '147179', '25803', '5287', '26054', '9961', '5525', '58478', '8243', '4780', '27242']",True,15,22,0.4,BRD-K64052750,gefitinib,6,LJP002_MDAMB231_6H:BRD-K64052750-001-08-4:0.4,"['6443', '2624', '10174', '5985', '65123', '29928', '23139', '2810', '57147', '57019', '79600', '63874', '54957', '6772', '23335', '23013', '23142', '595', '6990', '3312', '51719', '51385', '55127', '10813', '5223', '51335', '9455', '8900', '3925', '7866', '8480', '23039', '4616', '1978', '4860', '3775', '9710', '29103', '29916', '8851', '6195', '26227', '8550', '5603', '54442', '57192', '2264', '10954', '51026', '23443']"
MDAMB231,2.80984,"['10362', '50810', '3486', '23321', '27032', '51203', '2274', '5019', '3202', '56889', '4851', '51056', '29911', '22796', '7358', '4313', '7416', '56924', '10953', '65123', '6909', '5721', '7905', '7376', '6919', '64429', '5788', '572', '51160', '25874', '5287', '652', '1212', '55256', '54512', '79850', '11232', '54505', '5900', '3482', '9697', '9134', '79094', '10559', '51282', '3033', '4312', '1465', '22827', '1398']",False,15,13,0.08,BRD-K64052750,gefitinib,6,LJP002_MDAMB231_6H:BRD-K64052750-001-08-4:0.08,"['5891', '1029', '7159', '11031', '30', '79961', '7750', '1616', '2954', '8312', '9703', '93487', '9686', '10227', '8996', '10845', '10954', '9637', '29928', '9183', '57147', '6772', '642', '10695', '55127', '57019', '60493', '2625', '23443', '23636', '7866', '1017', '55038', '5827', '10285', '10237', '1277', '85236', '4200', '3329', '6697', '10813', '54442', '28969', '6390', '85377', '5603', '23585', '2767', '55793']"
MDAMB231,3.39617,"['10969', '1070', '4609', '50813', '11098', '22934', '23597', '5111', '54442', '27109', '813', '3028', '8837', '57761', '80349', '6342', '5743', '226', '6443', '6009', '1983', '10434', '4860', '25874', '8895', '10099', '6253', '5347', '8870', '10285', '3329', '1429', '2113', '6697', '8550', '998', '91137', '79850', '10112', '965', '7511', '25976', '55818', '8050', '55012', '11044', '9134', '1848', '8520', '4312']",True,25,18,10.0,BRD-A35869383,ibrutinib,6,LJP002_MDAMB231_6H:BRD-A35869383-001-01-9:10,"['9488', '55825', '7074', '25825', '55179', '10058', '55127', '55793', '5261', '57147', '23077', '29890', '2048', '8243', '7466', '5603', '1950', '7159', '3300', '4016', '5106', '1001', '23142', '84159', '3551', '10150', '1459', '6909', '8202', '4998', '9924', '6850', '1759', '6603', '7015', '7994', '11182', '29978', '3775', '823', '23', '1062', '60528', '22905', '5925', '6894', '7690', '27242', '808', '1786']"
MDAMB231,4.25477,"['9688', '1452', '27336', '23386', '56889', '51116', '63933', '3066', '5880', '8624', '6772', '10898', '9801', '1429', '55012', '25976', '26511', '533', '25932', '1026', '4925', '5347', '3628', '9128', '10776', '54733', '5289', '6813', '51170', '4893', '965', '3329', '10953', '1978', '79143', '51021', '10146', '7088', '91137', '874', '22889', '8520', '10434', '55256', '6697', '9133', '7358', '1738', '83743', '55011']",True,39,42,2.0,BRD-A35869383,ibrutinib,6,LJP002_MDAMB231_6H:BRD-A35869383-001-01-9:2,"['51599', '23410', '10150', '2736', '9053', '58497', '65123', '8996', '79643', '2353', '3815', '9695', '8444', '1029', '976', '1802', '2625', '30', '1062', '695', '57019', '1050', '10451', '3206', '56940', '81544', '2887', '2065', '23522', '55608', '7485', '6812', '23200', '55127', '868', '4794', '4793', '5909', '6251', '50865', '54957', '55958', '1534', '2048', '7750', '23061', '9854', '3385', '5921', '7074']"
MDAMB231,2.81981,"['63933', '27109', '1019', '22827', '8520', '80349', '7358', '9016', '55256', '3988', '983', '5359', '51026', '2288', '91137', '79094', '1666', '4793', '10972', '9183', '25803', '25976', '2946', '10606', '26064', '10190', '3329', '5720', '1429', '50865', '5867', '8837', '26511', '902', '891', '5525', '3122', '874', '9688', '55818', '5423', '142', '51293', '226', '9133', '58478', '4893', '8884', '8318', '9134']",False,12,13,0.4,BRD-A35869383,ibrutinib,6,LJP002_MDAMB231_6H:BRD-A35869383-001-01-9:0.4,"['65123', '6714', '57147', '85377', '22905', '5986', '8202', '2048', '2769', '10954', '1759', '55111', '5331', '7376', '5993', '8804', '7750', '23200', '54850', '81544', '5603', '10270', '23061', '6603', '2852', '25966', '3480', '55148', '51635', '6990', '23097', '11011', '3508', '256364', '2017', '22887', '54957', '58497', '8324', '60493', '1050', '79073', '79643', '7165', '10525', '5997', '23142', '9961', '2887', '9817']"
MDAMB231,3.08987,"['6347', '572', '51026', '3066', '10190', '55818', '5359', '11319', '3033', '10557', '7485', '54205', '5867', '4846', '11232', '5716', '6118', '64080', '5880', '2288', '83743', '3988', '29103', '7905', '91137', '4609', '1848', '27109', '9533', '51742', '54733', '2582', '8243', '54512', '9688', '3028', '10276', '2958', '7358', '2673', '1861', '4312', '10318', '5438', '1983', '39', '55256', '22796', '1465', '79143']",True,18,16,0.08,BRD-A35869383,ibrutinib,6,LJP002_MDAMB231_6H:BRD-A35869383-001-01-9:0.08,"['54505', '836', '5588', '51466', '54438', '3251', '11142', '11031', '23223', '7376', '1062', '23038', '230', '7159', '57192', '2625', '2954', '9053', '23410', '10681', '10644', '4794', '7466', '10270', '5654', '63874', '5770', '7750', '10818', '65123', '6622', '4851', '3202', '10057', '84722', '868', '29911', '8312', '8503', '23271', '3693', '596', '5048', '6793', '2961', '54681', '6251', '3303', '10782', '6195']"
SKBR3,3.68045,"['23326', '6253', '26520', '9738', '7358', '10857', '3978', '7168', '1019', '79080', '3028', '2146', '5696', '10969', '466', '54499', '1662', '8480', '991', '8624', '10273', '10112', '10051', '6597', '6182', '10523', '3329', '27095', '57178', '332', '8270', '5111', '51742', '1465', '10730', '5347', '890', '11004', '4860', '7866', '6813', '983', '1029', '7106', '10059', '10038', '80758', '5721', '10797', '10589']",True,40,19,10.0,BRD-K64052750,gefitinib,24,LJP002_SKBR3_24H:BRD-K64052750-001-08-4:10,"['6696', '2048', '4088', '10046', '2548', '8804', '10765', '9697', '6676', '23131', '51385', '50865', '727', '8800', '2263', '54957', '56940', '51015', '79143', '8851', '5019', '22905', '2017', '10320', '79170', '9961', '23335', '10525', '6304', '4846', '5583', '4016', '23635', '7485', '4582', '89910', '55793', '8900', '6850', '5986', '9170', '8821', '4998', '596', '958', '57215', '5289', '2887', '5873', '10610']"
SKBR3,3.94045,"['8878', '3098', '10730', '9688', '9517', '54733', '90861', '80347', '58533', '5654', '991', '11232', '10969', '10058', '6182', '8480', '3033', '23658', '8870', '26292', '3091', '8895', '1027', '6184', '83743', '4860', '5782', '7168', '29937', '26511', '11157', '10007', '10682', '993', '9868', '6813', '9181', '5347', '10953', '11168', '1398', '26128', '466', '1738', '5696', '23029', '481', '10434', '80758', '9183']",True,38,30,2.0,BRD-K64052750,gefitinib,24,LJP002_SKBR3_24H:BRD-K64052750-001-08-4:2,"['6676', '29763', '7105', '1026', '1759', '79850', '835', '80212', '11261', '30001', '23635', '56940', '10270', '6793', '375346', '4998', '8720', '23335', '7852', '4638', '3964', '11031', '55038', '9124', '57147', '581', '6193', '79600', '60493', '4651', '10765', '23530', '63874', '6772', '5777', '3775', '4891', '2771', '7466', '2115', '9917', '55148', '323', '4850', '57804', '9448', '9128', '3597', '9988', '94239']"
SKBR3,2.5195,"['5108', '6894', '1846', '976', '11004', '8878', '8204', '6443', '355', '10298', '55556', '6182', '7538', '9702', '64429', '55011', '8870', '60528', '11014', '26128', '8503', '23013', '6810', '6390', '5018', '10049', '23499', '8895', '3028', '5986', '3800', '4860', '54733', '51375', '8270', '6909', '51282', '57215', '23076', '6697', '9847', '10434', '29083', '5347', '5982', '3157', '22827', '7358', '6461', '891']",False,12,7,0.4,BRD-K64052750,gefitinib,24,LJP002_SKBR3_24H:BRD-K64052750-001-08-4:0.4,"['55008', '7099', '23212', '4998', '5019', '4016', '5427', '51116', '9289', '9854', '4783', '8726', '29911', '23635', '58497', '5900', '10451', '8800', '5607', '23522', '10962', '7376', '8835', '9448', '3775', '11031', '6990', '1001', '9531', '23597', '63933', '3108', '27244', '5997', '55111', '57019', '23530', '25', '79090', '2115', '22796', '9686', '323', '8678', '56940', '4331', '5588', '6193', '572', '5480']"
SKBR3,3.03605,"['6697', '991', '5743', '2146', '85377', '5236', '6894', '6500', '2745', '9805', '3725', '9697', '60528', '2956', '3098', '9053', '7416', '22889', '178', '9267', '960', '64429', '51635', '22809', '6119', '25932', '5782', '23300', '2673', '5654', '1123', '5710', '4616', '5715', '6622', '26128', '10954', '26511', '4860', '57178', '6813', '27095', '55256', '1831', '11182', '51160', '83743', '5796', '54205', '8574']",False,20,17,0.08,BRD-K64052750,gefitinib,24,LJP002_SKBR3_24H:BRD-K64052750-001-08-4:0.08,"['9695', '80204', '51170', '7466', '595', '64746', '56940', '5096', '51466', '89910', '9448', '5900', '2542', '22905', '8800', '11142', '23142', '4775', '60493', '6464', '5223', '23368', '79170', '79850', '79643', '55111', '5607', '23131', '840', '8091', '10681', '899', '23659', '9289', '55038', '2065', '3416', '6342', '392', '5925', '57147', '10227', '10450', '5583', '2042', '9641', '4783', '1845', '8573', '6990']"
SKBR3,3.89356,"['5427', '23076', '991', '5982', '10776', '10038', '3385', '64429', '54499', '11065', '3930', '84617', '10969', '5831', '8624', '3066', '23210', '896', '26227', '7168', '6390', '11011', '3157', '890', '4609', '26292', '10682', '79902', '57215', '2146', '10953', '983', '993', '79071', '27346', '142', '6182', '332', '3329', '5696', '83743', '9128', '22934', '1465', '4860', '9270', '5111', '27095', '8884', '58478']",True,41,23,10.0,BRD-A35869383,ibrutinib,24,LJP002_SKBR3_24H:BRD-A35869383-001-01-9:10,"['4582', '10765', '10845', '4303', '256364', '5607', '355', '10451', '9961', '7874', '6909', '57804', '79961', '10610', '5287', '2817', '6813', '23131', '6657', '2954', '79090', '4925', '89910', '94239', '54850', '2896', '8091', '25803', '81544', '2946', '4651', '23077', '23038', '23512', '23522', '9817', '6919', '10013', '9552', '1062', '10494', '63874', '1831', '5529', '1759', '80212', '2908', '9695', '9289', '8835']"
SKBR3,4.45434,"['8624', '5438', '3028', '5836', '6182', '29083', '10038', '3925', '332', '10434', '11065', '79094', '51495', '2063', '10969', '79071', '9183', '9019', '23585', '11168', '993', '5427', '56654', '10915', '5111', '124583', '9801', '64429', '3157', '2146', '890', '51024', '51026', '9688', '27095', '11151', '5982', '5529', '54205', '983', '4860', '5696', '10051', '80758', '3329', '6009', '55256', '1213', '10776', '2778']",True,62,43,2.0,BRD-A35869383,ibrutinib,24,LJP002_SKBR3_24H:BRD-A35869383-001-01-9:2,"['10765', '10320', '2625', '58497', '1870', '6909', '1026', '1050', '91137', '9455', '23038', '29978', '5467', '55008', '23131', '8837', '9289', '3398', '23061', '10451', '9854', '2690', '51385', '695', '6772', '79090', '29103', '55620', '55148', '23530', '9817', '2954', '3909', '55793', '4638', '10329', '7048', '5331', '22905', '9961', '23338', '4582', '323', '57804', '6500', '5743', '29911', '63874', '79170', '9695']"
SKBR3,4.45754,"['29937', '3329', '54499', '23658', '6184', '27095', '3385', '10051', '1802', '7867', '6697', '27346', '5438', '896', '23029', '26292', '8624', '991', '5427', '11200', '2146', '23512', '26227', '8480', '10969', '55746', '11065', '11157', '84617', '7866', '332', '993', '1465', '6390', '890', '10007', '79071', '533', '58478', '8318', '6182', '83743', '4860', '983', '5721', '8050', '8884', '5111', '3930', '3066']",True,65,34,0.4,BRD-A35869383,ibrutinib,24,LJP002_SKBR3_24H:BRD-A35869383-001-01-9:0.4,"['6304', '8821', '27244', '55793', '6709', '154', '57147', '23077', '4651', '10451', '375346', '79961', '23212', '9961', '23335', '64080', '7852', '4582', '8720', '1870', '9641', '7416', '7165', '51742', '4303', '57048', '10765', '9817', '351', '2908', '10644', '79090', '9988', '7074', '6909', '5777', '56889', '5287', '1759', '23011', '23061', '5997', '23038', '11142', '10559', '10150', '9695', '5331', '1021', '9653']"
SKBR3,4.60125,"['4605', '1534', '84617', '10285', '501', '10969', '993', '7866', '332', '1212', '8204', '3925', '23585', '200081', '10523', '813', '7168', '6390', '2195', '1465', '51071', '8574', '890', '23076', '2146', '6697', '10038', '8624', '64429', '29937', '79071', '6182', '10051', '10682', '1978', '3028', '9128', '6284', '25976', '6117', '51021', '983', '26292', '58478', '83743', '39', '4860', '5982', '5347', '54205']",True,66,52,0.08,BRD-A35869383,ibrutinib,24,LJP002_SKBR3_24H:BRD-A35869383-001-01-9:0.08,"['80212', '55008', '10451', '27244', '55129', '54915', '23338', '55793', '23410', '10150', '23038', '80746', '2896', '4783', '4582', '5154', '2017', '4482', '55837', '4651', '57192', '9712', '55620', '51170', '6714', '7466', '66008', '80204', '1848', '10329', '3108', '23368', '5096', '5467', '57804', '6777', '79090', '56889', '8312', '3280', '23530', '6676', '29916', '5900', '9552', '55825', '11142', '10610', '23588', '3909']"
SKBR3,5.15803,"['3312', '84890', '8624', '54499', '4609', '10523', '54512', '9276', '10051', '991', '8878', '90861', '10362', '3693', '9761', '9868', '5529', '10969', '4792', '23076', '47', '7088', '10099', '1514', '22934', '27346', '226', '3157', '9019', '8480', '7157', '83743', '5899', '55256', '29937', '5909', '4860', '5018', '5710', '5438', '9112', '4282', '51382', '1978', '481', '51282', '142', '22827', '26520', '22794']",True,92,73,10.0,BRD-K64052750,gefitinib,6,LJP002_SKBR3_6H:BRD-K64052750-001-08-4:10,"['8837', '9455', '23338', '55008', '4482', '1021', '1616', '11073', '29763', '8312', '3416', '5997', '8444', '29916', '4780', '51422', '10782', '3551', '1677', '89910', '3775', '5359', '4651', '9170', '6676', '27032', '1759', '79170', '10285', '57149', '23', '10681', '8720', '6850', '4775', '23536', '868', '3383', '1647', '8324', '8349', '8321', '6464', '4893', '1459', '5366', '4794', '5873', '23011', '23271']"
