cell_id,distil_ss,dn50_lm,is_gold,ngenes_modulated_dn_lm,ngenes_modulated_up_lm,pert_dose,pert_id,pert_iname,pert_time,sig_id,up50_lm
MCF7,3.12369,"['11011', '4817', '9143', '5154', '10493', '51382', '2065', '5889', '8624', '8574', '9270', '10610', '4582', '10362', '55111', '10058', '5427', '51071', '23658', '66008', '672', '5223', '22809', '5050', '994', '10681', '51005', '5777', '8678', '5111', '10494', '79902', '79143', '1983', '5300', '10559', '6919', '1465', '64429', '1153', '1759', '10513', '23588', '2063', '79716', '56654', '23325', '80758', '7106', '8318']",True,17,17,10.0,BRD-K53972329,ruxolitinib,6,CPC014_MCF7_6H:BRD-K53972329-001-01-3:10,"['10046', '25966', '10915', '9053', '3416', '10285', '1677', '154', '2887', '29978', '7048', '2042', '8870', '47', '4775', '5211', '79187', '5743', '4850', '64428', '10523', '2553', '8324', '9833', '10153', '4851', '10174', '8480', '6500', '843', '7874', '10782', '1662', '1846', '80204', '26036', '23212', '9221', '10146', '11004', '695', '3775', '1021', '23659', '3480', '4998', '9851', '55837', '54438', '2625']"
MCF7,3.81761,"['102', '1831', '80746', '55699', '10681', '2064', '51071', '5423', '2037', '7319', '6908', '23597', '8800', '10494', '26520', '1643', '664', '55793', '57761', '51203', '8726', '23244', '9531', '22794', '1153', '5607', '22796', '29103', '5427', '10362', '79850', '2582', '10610', '10898', '1759', '994', '5300', '5993', '3930', '11168', '9552', '5601', '8050', '672', '10559', '10513', '79716', '23588', '8318', '9847']",True,46,20,10.0,BRD-K53972329,ruxolitinib,6,CPC014_MCF7_6H:BRD-K53972329-001-02-1:10,"['10285', '2920', '10915', '9128', '4850', '9851', '55958', '8870', '30836', '26036', '4851', '10153', '1662', '10557', '55837', '1677', '54438', '10523', '1052', '84722', '10180', '9533', '3480', '9221', '3156', '4792', '57406', '10270', '1846', '5058', '10146', '64746', '1870', '54499', '5468', '26993', '10818', '3566', '27346', '2625', '9467', '835', '22934', '29928', '10320', '1021', '23585', '1958', '51026', '10776']"
NEU,2.64986,"['1643', '9637', '6275', '6714', '200734', '4088', '54623', '3251', '6774', '25839', '5909', '9467', '5048', '10221', '23300', '2770', '5423', '1509', '8480', '2908', '4609', '8446', '10892', '54881', '10318', '843', '51015', '7485', '3800', '22889', '26001', '11261', '10904', '3091', '23271', '6696', '993', '10641', '23635', '6832', '4927', '23512', '813', '22934', '4817', '1123', '11044', '6919', '57019', '55893']",False,8,9,10.0,BRD-K53972329,ruxolitinib,24,CPC014_NEU_24H:BRD-K53972329-001-01-3:10,"['8091', '51160', '25825', '10610', '54442', '4200', '3508', '6390', '50865', '8835', '8870', '7376', '29082', '10046', '2063', '2887', '6804', '79071', '8974', '9712', '1022', '11098', '10972', '5720', '10237', '6118', '7264', '79143', '1385', '178', '3385', '55111', '54512', '51116', '1399', '1647', '10915', '57048', '10732', '4864', '30', '5641', '80758', '3682', '4154', '8884', '29763', '466', '9217', '2817']"
NEU,2.9757,"['23326', '5525', '11261', '26136', '4864', '1399', '3682', '5529', '8569', '51116', '5654', '637', '11151', '55746', '9221', '23463', '11137', '1509', '7043', '56997', '8446', '9212', '11007', '8243', '9928', '57804', '80758', '6659', '8996', '10318', '2356', '23077', '2961', '9134', '22796', '1454', '5708', '1788', '3628', '6832', '23522', '84722', '22827', '1906', '79600', '55893', '3091', '84617', '57761', '11044']",False,15,18,10.0,BRD-K53972329,ruxolitinib,24,CPC014_NEU_24H:BRD-K53972329-001-02-1:10,"['56889', '2597', '8624', '1870', '9903', '6909', '11072', '85236', '8091', '23212', '64080', '2887', '10112', '4200', '57192', '3300', '10451', '6812', '10668', '10682', '4088', '6443', '8270', '1022', '29978', '9926', '30', '1633', '11004', '147179', '29763', '10237', '10057', '2037', '4690', '958', '56924', '9637', '23530', '26128', '22823', '27032', '1385', '7398', '7082', '54512', '29937', '29083', '9143', '7168']"
NPC,3.62972,"['7750', '6253', '29978', '9842', '2771', '9702', '22908', '128', '2113', '29928', '622', '91949', '55011', '727', '94239', '2886', '11142', '7994', '79187', '637', '1509', '9924', '27242', '501', '9134', '5300', '644', '2288', '6919', '4931', '1454', '10190', '4836', '868', '23522', '9448', '5829', '26001', '5529', '7159', '22889', '23499', '22827', '51071', '39', '581', '81533', '1027', '3682', '55699']",False,25,30,10.0,BRD-K53972329,ruxolitinib,24,CPC014_NPC_24H:BRD-K53972329-001-01-3:10,"['1958', '4791', '10818', '57804', '7874', '5880', '4616', '23212', '55556', '54733', '5580', '6812', '64080', '85236', '5359', '25805', '8553', '6777', '23378', '54442', '10904', '2017', '6804', '79643', '4200', '2887', '8727', '10953', '965', '22905', '80212', '4312', '5883', '5331', '672', '54915', '9637', '10038', '6347', '2185', '6499', '55148', '50814', '6118', '51116', '55127', '23097', '55033', '11073', '5716']"
NPC,4.46884,"['16', '6275', '388650', '7750', '7485', '5921', '85377', '8312', '6193', '6709', '387', '79850', '23149', '4817', '2356', '5720', '51382', '9903', '57192', '3611', '25793', '1643', '54681', '22794', '66008', '1017', '79006', '23244', '23499', '54205', '7088', '29083', '9702', '868', '23210', '6919', '51282', '51495', '7106', '9928', '58478', '124583', '5287', '23659', '3383', '7994', '581', '79902', '3308', '5529']",False,27,49,10.0,BRD-K53972329,ruxolitinib,24,CPC014_NPC_24H:BRD-K53972329-001-02-1:10,"['23378', '965', '56924', '23139', '10904', '11073', '55008', '6119', '5580', '25805', '2690', '6909', '994', '54442', '8884', '9833', '4125', '6850', '7849', '5467', '3162', '23325', '2625', '5603', '9797', '10954', '1861', '26036', '55556', '5289', '3202', '1001', '51742', '51599', '56654', '230', '93487', '55129', '7099', '178', '1534', '5641', '256364', '27032', '1429', '6813', '10695', '93594', '3416', '596']"
PC3,3.38765,"['1445', '1017', '5997', '5050', '890', '2817', '6050', '5710', '4043', '3028', '874', '5111', '9217', '9221', '84617', '9552', '949', '9275', '1786', '226', '572', '664', '23463', '4927', '1983', '9093', '1398', '10298', '79080', '6839', '2146', '11072', '207', '993', '8914', '5982', '10775', '8480', '4605', '22827', '6182', '2958', '5223', '9183', '8884', '10059', '3329', '332', '27095', '991']",True,24,18,10.0,BRD-K53972329,ruxolitinib,24,CPC014_PC3_24H:BRD-K53972329-001-01-3:10,"['5743', '3553', '102', '4792', '4088', '57804', '3108', '11098', '1026', '23097', '27242', '25976', '1848', '4303', '1956', '10318', '5583', '55008', '6659', '7099', '5696', '10610', '10276', '7048', '9961', '5627', '80204', '5777', '3693', '868', '1846', '51719', '2770', '2548', '9267', '351', '65123', '4638', '9143', '8091', '8508', '3909', '27244', '5720', '22887', '1509', '10493', '9246', '8837', '10057']"
PC3,2.56043,"['8835', '5498', '4998', '25', '5829', '3551', '1459', '3162', '1465', '9918', '30836', '1647', '94239', '6461', '29890', '5747', '5796', '11044', '81533', '9813', '11168', '5321', '6464', '10489', '10810', '9924', '3308', '1786', '23', '8202', '23014', '9650', '1829', '51422', '1452', '6194', '200734', '388650', '7016', '5601', '2896', '9093', '23658', '2274', '2063', '79716', '9915', '5889', '3303', '1983']",False,10,16,10.0,BRD-K53972329,ruxolitinib,24,CPC014_PC3_24H:BRD-K53972329-001-02-1:10,"['835', '25987', '10046', '6774', '5058', '26001', '57048', '10190', '6909', '8726', '2309', '6804', '9903', '6777', '55127', '55620', '9703', '8821', '10318', '29916', '58472', '54915', '3553', '1802', '8804', '29928', '10131', '30', '3385', '10845', '2264', '4582', '1062', '51466', '1398', '23212', '10953', '6443', '2064', '8574', '9276', '29763', '7398', '5696', '30001', '11230', '3978', '5211', '2184', '5921']"
PC3,2.8267,"['6774', '1459', '57804', '11011', '6676', '2582', '3315', '91949', '154', '672', '2037', '2356', '10058', '6988', '6193', '25839', '5529', '23597', '9552', '8318', '79094', '10227', '64429', '9653', '10813', '7106', '4016', '5909', '1500', '5300', '80746', '79716', '1153', '54807', '10904', '23588', '6275', '23325', '6050', '51005', '9801', '7088', '51422', '56654', '51116', '572', '5889', '51070', '79143', '2131']",True,19,8,10.0,BRD-K53972329,ruxolitinib,6,CPC014_PC3_6H:BRD-K53972329-001-01-3:10,"['9851', '79187', '8800', '22905', '23300', '5347', '23038', '10318', '3553', '10153', '4792', '51742', '10915', '23378', '5106', '51024', '22887', '25987', '23585', '5613', '9738', '9833', '10285', '10695', '4860', '4312', '4836', '23335', '79071', '9183', '9143', '1848', '147179', '6509', '5743', '10320', '7015', '2553', '11065', '5985', '7511', '4925', '29978', '3156', '5357', '6251', '27336', '836', '10270', '9868']"
PC3,3.65081,"['10013', '2582', '10058', '10898', '27109', '10038', '80349', '27095', '664', '79850', '7088', '23647', '7168', '79902', '2745', '4927', '5300', '8204', '256364', '10329', '22796', '6832', '80758', '5898', '8318', '7867', '22827', '10730', '51005', '25932', '79716', '9133', '3486', '29083', '16', '80746', '79094', '1153', '23325', '10059', '26520', '9270', '55012', '5909', '5525', '1635', '291', '23588', '10904', '2063']",True,38,19,10.0,BRD-K53972329,ruxolitinib,6,CPC014_PC3_6H:BRD-K53972329-001-02-1:10,"['6304', '57192', '23038', '6443', '102', '4846', '23224', '6616', '64080', '4792', '5603', '9217', '3553', '55148', '10318', '23011', '10915', '7048', '2887', '2309', '780', '10285', '22887', '9183', '581', '10320', '10270', '5347', '9143', '899', '7466', '11065', '5985', '58472', '91137', '51742', '9212', '965', '54623', '23300', '5654', '3964', '9903', '9653', '2048', '5257', '5743', '4860', '50814', '79071']"
PHH,2.11515,"['5321', '3597', '8869', '94239', '55958', '10904', '3482', '5566', '6464', '256364', '6850', '9246', '949', '9491', '5287', '6696', '4791', '9961', '670', '8553', '5997', '10112', '25', '1052', '8573', '9488', '29083', '25803', '6714', '6117', '7027', '1829', '9170', '5873', '64943', '5580', '55179', '79187', '54957', '4998', '23131', '6813', '991', '4836', '79080', '11232', '1514', '11168', '55893', '5601']",False,1,3,10.0,BRD-K53972329,ruxolitinib,24,CPC014_PHH_24H:BRD-K53972329-001-01-3:10,"['23338', '7074', '2690', '10668', '51116', '727', '11230', '5603', '57147', '11041', '7485', '29911', '1958', '9641', '10146', '9375', '10174', '874', '85236', '6195', '79071', '6988', '4043', '10953', '23597', '8727', '3385', '10969', '26001', '23029', '27109', '23223', '10617', '29103', '2195', '3251', '4860', '55825', '23365', '5827', '2817', '1666', '26227', '6908', '1738', '55256', '1978', '23585', '80746', '23410']"
PHH,2.94063,"['11261', '47', '9170', '23499', '64943', '22926', '54386', '11142', '54957', '5971', '949', '7159', '348', '873', '5601', '4927', '10898', '79094', '9124', '8900', '2961', '868', '51382', '8553', '5792', '7088', '1027', '79187', '55893', '6813', '581', '51170', '813', '9650', '10813', '25', '7538', '55847', '81533', '4931', '670', '22905', '1786', '26136', '3091', '5747', '22827', '2886', '7358', '200734']",False,16,21,10.0,BRD-K53972329,ruxolitinib,24,CPC014_PHH_24H:BRD-K53972329-001-02-1:10,"['25825', '2908', '23212', '10057', '899', '5019', '835', '7082', '9275', '5883', '147179', '7105', '9712', '57804', '54807', '51599', '1846', '1831', '7398', '4482', '3480', '23223', '54915', '1001', '11230', '79071', '11319', '24149', '7165', '8851', '26036', '10245', '10146', '27244', '2065', '1633', '375346', '5096', '80746', '5300', '9128', '7485', '29978', '56940', '5580', '23131', '30001', '9183', '10451', '57147']"
SKB,2.92956,"['30836', '1452', '51001', '9455', '1647', '7994', '11344', '6774', '3383', '64422', '11182', '7159', '1861', '51719', '57178', '8508', '2195', '10775', '55111', '329', '637', '5300', '27336', '89910', '11011', '823', '664', '57761', '7750', '6856', '23224', '9552', '79080', '2356', '51635', '64943', '91137', '7158', '50865', '2778', '81533', '5696', '10285', '2274', '124583', '51021', '25', '57215', '22796', '3682']",False,21,15,10.0,BRD-K53972329,ruxolitinib,24,CPC014_SKB_24H:BRD-K53972329-001-01-3:10,"['6304', '23212', '4791', '10557', '22934', '5331', '2908', '29916', '5211', '3815', '10765', '54505', '27244', '55818', '23142', '7466', '9903', '3280', '9488', '51599', '1635', '4851', '1534', '25839', '83743', '29928', '2065', '60493', '355', '8869', '1445', '30', '10270', '375346', '23536', '6509', '23463', '6676', '55793', '976', '10695', '1831', '1605', '51385', '10013', '6793', '2184', '3398', '55038', '2673']"
SKB,2.62948,"['8243', '8870', '23647', '51203', '26001', '1534', '51005', '1983', '79716', '8731', '4690', '8553', '5236', '4864', '9868', '6804', '3162', '8518', '637', '5927', '11168', '10007', '5050', '5898', '51282', '7088', '3486', '2961', '79850', '4927', '23499', '7905', '79174', '85377', '26520', '9650', '23670', '1500', '1861', '4609', '2778', '55111', '6622', '25', '6832', '994', '22809', '10857', '25932', '9053']",False,11,17,10.0,BRD-K53972329,ruxolitinib,24,CPC014_SKB_24H:BRD-K53972329-001-02-1:10,"['55148', '2770', '6709', '9695', '9217', '9797', '51466', '11319', '3251', '54438', '7690', '5211', '3383', '22841', '7852', '64080', '148022', '9491', '6915', '6193', '4312', '8869', '10320', '4331', '1846', '5827', '2065', '23212', '230', '51719', '4651', '1829', '29978', '81533', '23522', '55818', '6342', '178', '3033', '6714', '10904', '9467', '3280', '1848', '1050', '1950', '25966', '672', '10668', '63933']"
VCAP,2.86452,"['80347', '9761', '7416', '8204', '60493', '9854', '1802', '23378', '3638', '11011', '2767', '3028', '200734', '56654', '4216', '26136', '54205', '10682', '10237', '10058', '7982', '4783', '5236', '9275', '10652', '207', '29911', '11168', '993', '533', '3033', '1212', '10589', '54512', '9868', '9112', '27242', '51024', '6461', '388650', '6009', '22809', '1738', '10270', '23647', '891', '6182', '26001', '10273', '3157']",True,12,16,10.0,BRD-K53972329,ruxolitinib,24,CPC014_VCAP_24H:BRD-K53972329-001-01-3:10,"['2048', '57192', '3315', '29763', '8821', '7867', '64080', '11031', '1062', '22841', '1870', '154', '9695', '1956', '54438', '53343', '3551', '23139', '581', '2534', '7158', '11188', '57804', '9653', '10782', '9738', '1846', '9053', '5211', '1994', '51170', '11142', '6839', '10174', '230', '23097', '4651', '10493', '1385', '6284', '5467', '3486', '3964', '6919', '65123', '8444', '727', '5696', '3202', '51005']"
VCAP,2.7399,"['9702', '2263', '1831', '5373', '27242', '5986', '4482', '4791', '64428', '55893', '1026', '5743', '9491', '102', '1123', '23', '5796', '9918', '1647', '23142', '2131', '22827', '79716', '3308', '1906', '902', '5355', '10898', '4616', '9653', '1399', '51056', '1861', '57761', '1022', '2063', '4931', '2886', '22796', '23161', '4282', '388650', '5529', '3638', '6461', '3157', '10273', '9650', '11000', '960']",False,13,9,10.0,BRD-K53972329,ruxolitinib,24,CPC014_VCAP_24H:BRD-K53972329-001-02-1:10,"['2770', '10174', '3800', '11261', '9854', '9637', '4067', '11200', '7416', '8270', '9738', '30836', '1021', '5927', '23039', '1062', '9531', '6390', '10845', '54915', '11157', '6009', '22823', '6119', '51599', '3909', '79961', '7750', '3251', '60493', '6500', '64080', '8884', '6195', '1633', '1738', '85377', '54681', '5347', '57149', '65123', '56889', '128', '8800', '116832', '840', '355', '81544', '5867', '8312']"
VCAP,3.65408,"['57804', '23244', '3312', '7319', '207', '1514', '8624', '9847', '80349', '84617', '3693', '3930', '22905', '7358', '10681', '23597', '1454', '55608', '5423', '5601', '9133', '664', '1643', '9097', '10329', '10904', '29082', '11168', '56654', '256364', '8204', '8804', '5427', '8318', '22809', '27095', '672', '7106', '5331', '22794', '7168', '80212', '291', '7750', '10058', '22908', '5300', '2745', '8800', '3300']",True,41,20,10.0,BRD-K53972329,ruxolitinib,6,CPC014_VCAP_6H:BRD-K53972329-001-01-3:10,"['10915', '9221', '23223', '29928', '22887', '1019', '26036', '10523', '23212', '7157', '3416', '56997', '26993', '4836', '10953', '8607', '1994', '2817', '10153', '23038', '10320', '9712', '9903', '5971', '54438', '3480', '10818', '55033', '54512', '54623', '6347', '8480', '2553', '57178', '3156', '22823', '9183', '55008', '27336', '57215', '10813', '6793', '10892', '4891', '9533', '51116', '1846', '8837', '58478', '11073']"
VCAP,4.74685,"['2778', '5427', '55608', '1514', '9270', '29082', '4331', '1398', '2064', '10513', '207', '1465', '874', '11168', '672', '6908', '57048', '291', '10329', '2146', '994', '1153', '7106', '27242', '5300', '56654', '23647', '5331', '80212', '3300', '10058', '3800', '25803', '22794', '23588', '7168', '3312', '2745', '56889', '23244', '27095', '4927', '51170', '9847', '79902', '22809', '3930', '22908', '7750', '10904']",True,82,20,10.0,BRD-K53972329,ruxolitinib,6,CPC014_VCAP_6H:BRD-K53972329-001-02-1:10,"['10153', '10915', '9221', '26036', '26993', '10610', '23212', '8821', '6347', '10523', '2553', '51742', '2810', '10285', '7398', '5743', '3156', '55129', '6839', '1385', '22887', '79071', '7994', '8884', '5613', '23210', '10557', '665', '695', '4794', '6793', '9053', '29978', '8480', '10270', '54512', '1662', '51116', '9519', '1677', '9126', '581', '80204', '10892', '5359', '10953', '6657', '7376', '51719', '5529']"
MCF7,2.44863,"['10973', '6988', '102', '55608', '8851', '26054', '10058', '89910', '351', '9261', '4282', '51466', '1021', '5580', '3308', '2817', '5601', '8204', '29890', '983', '3383', '23014', '6194', '5710', '25987', '4846', '29082', '50810', '2810', '10165', '5467', '23244', '50865', '11142', '27242', '11065', '6894', '1605', '2771', '5373', '55699', '9690', '5993', '6772', '56654', '23210', '54205', '51026', '79006', '27095']",False,12,9,10.0,BRD-K32107296,temozolomide,24,CPD002_MCF7_24H:BRD-K32107296-001-08-6:10,"['5880', '10730', '23139', '50813', '5997', '11073', '6464', '2264', '5654', '5986', '51097', '6304', '4154', '27244', '4690', '55129', '5747', '5927', '5498', '6195', '51335', '1062', '10150', '63874', '5720', '10270', '7511', '8974', '8800', '3775', '5699', '8607', '3303', '55148', '93594', '9533', '10276', '51719', '6599', '10153', '51070', '9448', '5867', '23512', '10813', '6676', '5889', '8520', '22809', '9688']"
