CHEMBL_ID,TARGET_CHEMBL_ID,MECHANISM
CHEMBL1714,CHEMBL2094124,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL1200578,CHEMBL2094125,INHIBITOR
CHEMBL1200759,CHEMBL2094125,INHIBITOR
CHEMBL1370561,CHEMBL2094125,INHIBITOR
CHEMBL1355736,CHEMBL2094125,INHIBITOR
CHEMBL1218,CHEMBL2094268,AGONIST
CHEMBL1200389,CHEMBL2095158,AGONIST
CHEMBL2106195,CHEMBL2095158,AGONIST
CHEMBL1200329,CHEMBL2095158,AGONIST
CHEMBL654,CHEMBL2095158,ANTAGONIST
CHEMBL1705,CHEMBL2095158,AGONIST
CHEMBL1200432,CHEMBL2095158,AGONIST
CHEMBL1200494,CHEMBL2095158,AGONIST
CHEMBL134,CHEMBL2095158,AGONIST
CHEMBL1200379,CHEMBL2095158,AGONIST
CHEMBL459,CHEMBL2095158,AGONIST
CHEMBL1200560,CHEMBL2095158,AGONIST
CHEMBL677,CHEMBL2095158,AGONIST
CHEMBL2311030,CHEMBL2096905,AGONIST
CHEMBL1275,CHEMBL2096905,AGONIST
CHEMBL1113,CHEMBL2096905,ANTAGONIST
CHEMBL1423,CHEMBL2096905,ANTAGONIST
CHEMBL220492,CHEMBL2109241,ANTAGONIST
CHEMBL3833353,CHEMBL2111189,AGONIST
CHEMBL3833353,CHEMBL2111190,AGONIST
CHEMBL1200948,CHEMBL2094251,ANTAGONIST
CHEMBL2062264,CHEMBL2094251,AGONIST
CHEMBL723,CHEMBL2094251,ANTAGONIST
CHEMBL1723,CHEMBL2094251,AGONIST
CHEMBL1200561,CHEMBL2094251,ANTAGONIST
CHEMBL1201103,CHEMBL2094251,AGONIST
CHEMBL2062262,CHEMBL2094251,AGONIST
CHEMBL1201167,CHEMBL2094251,ANTAGONIST
CHEMBL1200461,CHEMBL2094251,AGONIST
CHEMBL1200339,CHEMBL2094251,AGONIST
CHEMBL1558,CHEMBL2094251,ANTAGONIST
CHEMBL1200914,CHEMBL2094251,ANTAGONIST
CHEMBL3989562,CHEMBL2094251,ANTAGONIST
CHEMBL3989408,CHEMBL2094253,INHIBITOR
CHEMBL112,CHEMBL2094253,INHIBITOR
CHEMBL154,CHEMBL2094253,INHIBITOR
CHEMBL1200806,CHEMBL2094253,INHIBITOR
CHEMBL1201180,CHEMBL2094253,INHIBITOR
CHEMBL1034,CHEMBL2094253,INHIBITOR
CHEMBL2103736,CHEMBL2094253,INHIBITOR
CHEMBL898,CHEMBL2094253,INHIBITOR
CHEMBL421,CHEMBL2094253,INHIBITOR
CHEMBL521,CHEMBL2094253,INHIBITOR
CHEMBL1562610,CHEMBL2094253,INHIBITOR
CHEMBL1120,CHEMBL2094253,INHIBITOR
CHEMBL1021,CHEMBL2094253,INHIBITOR
CHEMBL3989676,CHEMBL2094253,INHIBITOR
CHEMBL3989754,CHEMBL2094253,INHIBITOR
CHEMBL25,CHEMBL2094253,INHIBITOR
CHEMBL1200613,CHEMBL2094253,INHIBITOR
CHEMBL1200804,CHEMBL2094253,INHIBITOR
CHEMBL1200760,CHEMBL2094253,INHIBITOR
CHEMBL6,CHEMBL2094253,INHIBITOR
CHEMBL3181947,CHEMBL2094253,INHIBITOR
CHEMBL563,CHEMBL2094253,INHIBITOR
CHEMBL1201124,CHEMBL2094253,INHIBITOR
CHEMBL15770,CHEMBL2094253,INHIBITOR
CHEMBL1201013,CHEMBL2094253,INHIBITOR
CHEMBL3989410,CHEMBL2094253,INHIBITOR
CHEMBL1200463,CHEMBL2094253,INHIBITOR
CHEMBL686,CHEMBL2094253,INHIBITOR
CHEMBL704,CHEMBL2094253,INHIBITOR
CHEMBL1201141,CHEMBL2094253,INHIBITOR
CHEMBL1071,CHEMBL2094253,INHIBITOR
CHEMBL101,CHEMBL2094253,INHIBITOR
CHEMBL527,CHEMBL2094253,INHIBITOR
CHEMBL956,CHEMBL2094253,INHIBITOR
CHEMBL571,CHEMBL2094253,INHIBITOR
CHEMBL44657,CHEMBL2094255,INHIBITOR
CHEMBL452231,CHEMBL2094255,INHIBITOR
CHEMBL628,CHEMBL2094257,ANTAGONIST
CHEMBL1370561,CHEMBL2111329,ANTAGONIST
CHEMBL1200569,CHEMBL2111329,ANTAGONIST
CHEMBL113,CHEMBL2111329,ANTAGONIST
CHEMBL477,CHEMBL2111329,AGONIST
CHEMBL1355736,CHEMBL2111329,ANTAGONIST
CHEMBL1200578,CHEMBL2111329,ANTAGONIST
CHEMBL730,CHEMBL2111348,ACTIVATOR
CHEMBL1200689,CHEMBL2111348,ACTIVATOR
CHEMBL136478,CHEMBL2111348,ACTIVATOR
CHEMBL1311,CHEMBL2111348,ACTIVATOR
CHEMBL6622,CHEMBL2111348,ACTIVATOR
CHEMBL1456,CHEMBL2111369,INHIBITOR
CHEMBL866,CHEMBL2111369,INHIBITOR
CHEMBL1200955,CHEMBL2111369,INHIBITOR
CHEMBL727,CHEMBL2111369,INHIBITOR
CHEMBL1200875,CHEMBL2111411,INHIBITOR
CHEMBL1200480,CHEMBL2111436,AGONIST
CHEMBL802,CHEMBL2095198,OPENER
CHEMBL1200338,CHEMBL2095198,OPENER
CHEMBL1201454,CHEMBL2095203,ANTAGONIST
CHEMBL2311030,CHEMBL2095203,ANTAGONIST
CHEMBL2448612,CHEMBL2095203,AGONIST
CHEMBL1706,CHEMBL2095203,AGONIST
CHEMBL1200413,CHEMBL2095203,AGONIST
CHEMBL1200873,CHEMBL2095203,ANTAGONIST
CHEMBL1200791,CHEMBL2095203,AGONIST
CHEMBL3559672,CHEMBL2095203,ANTAGONIST
CHEMBL1200787,CHEMBL2095203,ANTAGONIST
CHEMBL1689,CHEMBL2095203,ANTAGONIST
CHEMBL1200895,CHEMBL2095205,INHIBITOR
CHEMBL1200425,CHEMBL2095205,INHIBITOR
CHEMBL1201168,CHEMBL2095205,INHIBITOR
CHEMBL3989698,CHEMBL2095205,INHIBITOR
CHEMBL1481,CHEMBL2096972,BLOCKER
CHEMBL472,CHEMBL2096972,BLOCKER
CHEMBL498,CHEMBL2096972,BLOCKER
CHEMBL1200874,CHEMBL2096972,BLOCKER
CHEMBL1073,CHEMBL2096972,BLOCKER
CHEMBL1589,CHEMBL2096972,BLOCKER
CHEMBL817,CHEMBL2096972,BLOCKER
CHEMBL1272,CHEMBL2096972,BLOCKER
CHEMBL783,CHEMBL2096972,BLOCKER
CHEMBL782,CHEMBL2096972,BLOCKER
CHEMBL585,CHEMBL2107836,BLOCKER
CHEMBL1398126,CHEMBL2107836,BLOCKER
CHEMBL1201550,CHEMBL1795108,INHIBITOR
CHEMBL467,CHEMBL2095215,INHIBITOR
CHEMBL1750,CHEMBL2095215,INHIBITOR
CHEMBL1637,CHEMBL2095215,INHIBITOR
CHEMBL1096882,CHEMBL2095215,INHIBITOR
CHEMBL1200983,CHEMBL2095215,INHIBITOR
CHEMBL1567,CHEMBL2095227,INHIBITOR
CHEMBL1289926,CHEMBL2095227,INHIBITOR
CHEMBL24828,CHEMBL2095227,INHIBITOR
CHEMBL1200485,CHEMBL2095227,INHIBITOR
CHEMBL1201733,CHEMBL2095227,INHIBITOR
CHEMBL1946170,CHEMBL2095227,INHIBITOR
CHEMBL1237132,CHEMBL2095229,BLOCKER
CHEMBL1648,CHEMBL2095229,BLOCKER
CHEMBL1697,CHEMBL2095229,BLOCKER
CHEMBL1201729,CHEMBL2095229,BLOCKER
CHEMBL1200984,CHEMBL2095229,BLOCKER
CHEMBL1280,CHEMBL2095229,BLOCKER
CHEMBL193,CHEMBL2095229,BLOCKER
CHEMBL1200805,CHEMBL2095229,BLOCKER
CHEMBL1200402,CHEMBL2095229,BLOCKER
CHEMBL1200326,CHEMBL2095229,BLOCKER
CHEMBL1428,CHEMBL2095229,BLOCKER
CHEMBL1726,CHEMBL2095229,BLOCKER
CHEMBL1480,CHEMBL2095229,BLOCKER
CHEMBL218394,CHEMBL2095231,INHIBITOR
CHEMBL231813,CHEMBL2095231,INHIBITOR
CHEMBL1201092,CHEMBL2095233,INHIBITOR
CHEMBL636,CHEMBL2095233,INHIBITOR
CHEMBL1677,CHEMBL2095233,INHIBITOR
CHEMBL1201834,CHEMBL1909490,INHIBITOR
CHEMBL1201830,CHEMBL1909490,INHIBITOR
CHEMBL1569,CHEMBL1932894,INHIBITOR
CHEMBL1237082,CHEMBL1907594,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL1318287,CHEMBL1907594,ANTAGONIST
CHEMBL1245,CHEMBL1907594,ANTAGONIST
CHEMBL1201584,CHEMBL1907598,INHIBITOR
CHEMBL1201607,CHEMBL1907599,INHIBITOR
CHEMBL2107333,CHEMBL2069156,INHIBITOR
CHEMBL928,CHEMBL2062,ANTAGONIST
CHEMBL3545058,CHEMBL2111462,AGONIST
CHEMBL1201119,CHEMBL2111462,AGONIST
CHEMBL559,CHEMBL2111462,AGONIST
CHEMBL1544,CHEMBL2111462,AGONIST
CHEMBL2103741,CHEMBL2111462,AGONIST
CHEMBL1200682,CHEMBL2111463,AGONIST
CHEMBL701,CHEMBL2111463,AGONIST
CHEMBL1337,CHEMBL1861,INHIBITOR
CHEMBL1685,CHEMBL237,ANTAGONIST
CHEMBL1200543,CHEMBL237,AGONIST
CHEMBL1201047,CHEMBL237,AGONIST
CHEMBL511142,CHEMBL237,AGONIST
CHEMBL2368861,CHEMBL237,AGONIST
CHEMBL299400,CHEMBL237,PARTIAL AGONIST
CHEMBL2062276,CHEMBL237,PARTIAL AGONIST
CHEMBL1201037,CHEMBL1869,INHIBITOR
CHEMBL1200585,CHEMBL1871,AGONIST
CHEMBL806,CHEMBL1871,ANTAGONIST
CHEMBL1274,CHEMBL1871,ANTAGONIST
CHEMBL1201048,CHEMBL1871,AGONIST
CHEMBL409,CHEMBL1871,ANTAGONIST
CHEMBL1395,CHEMBL1871,AGONIST
CHEMBL1200623,CHEMBL1871,AGONIST
CHEMBL2079587,CHEMBL1871,AGONIST
CHEMBL1170,CHEMBL1871,AGONIST
CHEMBL1200335,CHEMBL1871,AGONIST
CHEMBL1200946,CHEMBL1871,AGONIST
CHEMBL1200436,CHEMBL1871,AGONIST
CHEMBL1201101,CHEMBL1871,AGONIST
CHEMBL386630,CHEMBL1871,AGONIST
CHEMBL1445,CHEMBL1871,AGONIST
CHEMBL1082407,CHEMBL1871,ANTAGONIST
CHEMBL1200412,CHEMBL1871,AGONIST
CHEMBL1479,CHEMBL1871,AGONIST
CHEMBL1516474,CHEMBL1875,PARTIAL AGONIST
CHEMBL1200788,CHEMBL1875,AGONIST
CHEMBL1200940,CHEMBL1875,AGONIST
CHEMBL1084172,CHEMBL210,AGONIST
CHEMBL714,CHEMBL210,AGONIST
CHEMBL1200444,CHEMBL210,AGONIST
CHEMBL1200893,CHEMBL210,AGONIST
CHEMBL1201061,CHEMBL210,AGONIST
CHEMBL1951071,CHEMBL210,AGONIST
CHEMBL1200405,CHEMBL210,AGONIST
CHEMBL1082607,CHEMBL210,AGONIST
CHEMBL1367605,CHEMBL210,AGONIST
CHEMBL1789842,CHEMBL210,AGONIST
CHEMBL1315867,CHEMBL210,AGONIST
CHEMBL3989693,CHEMBL210,AGONIST
CHEMBL3989798,CHEMBL210,AGONIST
CHEMBL1568057,CHEMBL210,AGONIST
CHEMBL1441059,CHEMBL210,AGONIST
CHEMBL1201153,CHEMBL210,AGONIST
CHEMBL1200947,CHEMBL210,ANTAGONIST
CHEMBL521606,CHEMBL210,ANTAGONIST
CHEMBL1201731,CHEMBL210,ANTAGONIST
CHEMBL1200745,CHEMBL210,ANTAGONIST
CHEMBL2361370,CHEMBL210,ANTAGONIST
CHEMBL1201063,CHEMBL210,ANTAGONIST
CHEMBL1671,CHEMBL210,ANTAGONIST
CHEMBL500,CHEMBL210,PARTIAL AGONIST
CHEMBL1700,CHEMBL210,ANTAGONIST
CHEMBL1200920,CHEMBL210,AGONIST
CHEMBL1201177,CHEMBL210,ANTAGONIST
CHEMBL1200870,CHEMBL210,ANTAGONIST
CHEMBL499,CHEMBL210,ANTAGONIST
CHEMBL1200418,CHEMBL210,AGONIST
CHEMBL1201115,CHEMBL210,ANTAGONIST
CHEMBL1695,CHEMBL1903,INHIBITOR
CHEMBL1670,CHEMBL1908,INHIBITOR
CHEMBL1201587,CHEMBL1912,INHIBITOR
CHEMBL1471,CHEMBL249,ANTAGONIST
CHEMBL1201782,CHEMBL249,ANTAGONIST
CHEMBL231779,CHEMBL244,INHIBITOR
CHEMBL198362,CHEMBL244,INHIBITOR
CHEMBL1518,CHEMBL2019,INHIBITOR
CHEMBL1138,CHEMBL2027,INHIBITOR
CHEMBL771,CHEMBL2031,INHIBITOR
CHEMBL2096642,CHEMBL241,INHIBITOR
CHEMBL799,CHEMBL241,INHIBITOR
CHEMBL1200977,CHEMBL241,INHIBITOR
CHEMBL1752,CHEMBL241,INHIBITOR
CHEMBL89598,CHEMBL2044,INHIBITOR
CHEMBL1201573,CHEMBL2050,AGONIST
CHEMBL374478,CHEMBL2364672,INHIBITOR
CHEMBL444633,CHEMBL2364672,INHIBITOR
CHEMBL1660,CHEMBL2364672,INHIBITOR
CHEMBL1617,CHEMBL2364672,INHIBITOR
CHEMBL264241,CHEMBL2364673,INHIBITOR
CHEMBL5314378,CHEMBL2364673,INHIBITOR
CHEMBL1237070,CHEMBL2364673,INHIBITOR
CHEMBL5314378,CHEMBL2364674,INHIBITOR
CHEMBL2095208,CHEMBL2364675,INHIBITOR
CHEMBL3989678,CHEMBL2364676,POSITIVE MODULATOR
CHEMBL937,CHEMBL2364676,POSITIVE MODULATOR
CHEMBL1201826,CHEMBL2364677,HYDROLYTIC ENZYME
CHEMBL1201595,CHEMBL2364677,HYDROLYTIC ENZYME
CHEMBL496,CHEMBL2364678,INHIBITOR
CHEMBL849,CHEMBL2364678,INHIBITOR
CHEMBL1200397,CHEMBL2364679,INHIBITOR
CHEMBL1200832,CHEMBL2364679,INHIBITOR
CHEMBL822,CHEMBL2364679,INHIBITOR
CHEMBL1200493,CHEMBL2364679,INHIBITOR
CHEMBL1463,CHEMBL2364680,INHIBITOR
CHEMBL2105662,CHEMBL2364681,INHIBITOR
CHEMBL1374379,CHEMBL2364682,INHIBITOR
CHEMBL734,CHEMBL2364683,INHIBITOR
CHEMBL1200453,CHEMBL2364696,INHIBITOR
CHEMBL1742990,CHEMBL2364156,INHIBITOR
CHEMBL1201823,CHEMBL2364156,INHIBITOR
CHEMBL1201823,CHEMBL2364157,INHIBITOR
CHEMBL1742990,CHEMBL2364157,INHIBITOR
CHEMBL1789843,CHEMBL2364158,INHIBITOR
CHEMBL2108035,CHEMBL2364159,INHIBITOR
CHEMBL2108570,CHEMBL2364159,INHIBITOR
CHEMBL1201574,CHEMBL2364159,INHIBITOR
CHEMBL1201569,CHEMBL2364160,INHIBITOR
CHEMBL1742994,CHEMBL2364161,BINDING AGENT
CHEMBL1237023,CHEMBL2364162,INHIBITOR
CHEMBL1201828,CHEMBL2364163,INHIBITOR
CHEMBL1789844,CHEMBL2364164,INHIBITOR
CHEMBL1201586,CHEMBL2364165,INHIBITOR
CHEMBL1201041,CHEMBL2363020,INHIBITOR
CHEMBL1200388,CHEMBL2363021,INHIBITOR
CHEMBL3181832,CHEMBL2363021,INHIBITOR
CHEMBL2095222,CHEMBL2364187,HYDROLYTIC ENZYME
CHEMBL2108709,CHEMBL2364188,HYDROLYTIC ENZYME
CHEMBL2095222,CHEMBL2364188,HYDROLYTIC ENZYME
CHEMBL451887,CHEMBL2364701,INHIBITOR
CHEMBL1201131,CHEMBL2364702,INHIBITOR
CHEMBL562,CHEMBL2364703,INHIBITOR
CHEMBL685,CHEMBL2364704,INHIBITOR
CHEMBL625,CHEMBL2364704,INHIBITOR
CHEMBL1483,CHEMBL2364704,INHIBITOR
CHEMBL1483,CHEMBL2364705,INHIBITOR
CHEMBL685,CHEMBL2364705,INHIBITOR
CHEMBL625,CHEMBL2364705,INHIBITOR
CHEMBL1282,CHEMBL5936,AGONIST
CHEMBL1690,CHEMBL5936,ANTAGONIST
CHEMBL104,CHEMBL1780,INHIBITOR
CHEMBL1201049,CHEMBL1780,INHIBITOR
CHEMBL638,CHEMBL1780,INHIBITOR
CHEMBL157101,CHEMBL1780,INHIBITOR
CHEMBL91,CHEMBL1780,INHIBITOR
CHEMBL64391,CHEMBL1780,INHIBITOR
CHEMBL1714574,CHEMBL1780,INHIBITOR
CHEMBL1559,CHEMBL1780,INHIBITOR
CHEMBL106,CHEMBL1780,INHIBITOR
CHEMBL1200348,CHEMBL1780,INHIBITOR
CHEMBL1200438,CHEMBL1780,INHIBITOR
CHEMBL1397,CHEMBL1780,INHIBITOR
CHEMBL1200725,CHEMBL1780,INHIBITOR
CHEMBL1200398,CHEMBL1780,INHIBITOR
CHEMBL1200836,CHEMBL1780,INHIBITOR
CHEMBL122,CHEMBL230,INHIBITOR
CHEMBL1316,CHEMBL230,INHIBITOR
CHEMBL599,CHEMBL230,INHIBITOR
CHEMBL1070,CHEMBL230,INHIBITOR
CHEMBL865,CHEMBL230,INHIBITOR
CHEMBL118,CHEMBL230,INHIBITOR
CHEMBL622,CHEMBL230,INHIBITOR
CHEMBL2218896,CHEMBL218,AGONIST
CHEMBL465,CHEMBL218,AGONIST
CHEMBL754,CHEMBL1872,INHIBITOR
CHEMBL5314375,CHEMBL1872,INHIBITOR
CHEMBL2079793,CHEMBL1872,INHIBITOR
CHEMBL1200850,CHEMBL1872,INHIBITOR
CHEMBL182,CHEMBL1872,INHIBITOR
CHEMBL184,CHEMBL1872,INHIBITOR
CHEMBL1200454,CHEMBL1872,INHIBITOR
CHEMBL1090,CHEMBL1872,INHIBITOR
CHEMBL1200380,CHEMBL1872,INHIBITOR
CHEMBL880,CHEMBL1872,INHIBITOR
CHEMBL1201110,CHEMBL1872,INHIBITOR
CHEMBL1668,CHEMBL1893,INHIBITOR
CHEMBL772,CHEMBL1893,INHIBITOR
CHEMBL1200515,CHEMBL1893,INHIBITOR
CHEMBL117785,CHEMBL1893,INHIBITOR
CHEMBL3989844,CHEMBL1893,INHIBITOR
CHEMBL3544971,CHEMBL1893,INHIBITOR
CHEMBL3544906,CHEMBL1893,INHIBITOR
CHEMBL1200782,CHEMBL1893,INHIBITOR
CHEMBL612,CHEMBL1893,INHIBITOR
CHEMBL1201178,CHEMBL1893,INHIBITOR
CHEMBL2218878,CHEMBL1926,INHIBITOR
CHEMBL98,CHEMBL1937,INHIBITOR
CHEMBL282042,CHEMBL243,INHIBITOR
CHEMBL163,CHEMBL243,INHIBITOR
CHEMBL1205,CHEMBL243,INHIBITOR
CHEMBL116,CHEMBL243,INHIBITOR
CHEMBL1200734,CHEMBL243,INHIBITOR
CHEMBL114,CHEMBL243,INHIBITOR
CHEMBL729,CHEMBL243,INHIBITOR
CHEMBL222559,CHEMBL243,INHIBITOR
CHEMBL1201127,CHEMBL243,INHIBITOR
CHEMBL1735,CHEMBL243,INHIBITOR
CHEMBL1200678,CHEMBL243,INHIBITOR
CHEMBL1083385,CHEMBL2001,ANTAGONIST
CHEMBL1717,CHEMBL2001,ANTAGONIST
CHEMBL398435,CHEMBL2001,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL1201773,CHEMBL2001,ANTAGONIST
CHEMBL1200803,CHEMBL211,ANTAGONIST
CHEMBL1240,CHEMBL211,ANTAGONIST
CHEMBL1768,CHEMBL211,AGONIST
CHEMBL1201765,CHEMBL211,ANTAGONIST
CHEMBL1200935,CHEMBL211,ANTAGONIST
CHEMBL517712,CHEMBL211,ANTAGONIST
CHEMBL2146146,CHEMBL211,ANTAGONIST
CHEMBL3084748,CHEMBL211,ANTAGONIST
CHEMBL1231,CHEMBL211,ANTAGONIST
CHEMBL1133,CHEMBL211,ANTAGONIST
CHEMBL1722209,CHEMBL211,ANTAGONIST
CHEMBL1946170,CHEMBL2041,INHIBITOR
CHEMBL1200485,CHEMBL2041,INHIBITOR
CHEMBL1567,CHEMBL2041,INHIBITOR
CHEMBL24828,CHEMBL2041,INHIBITOR
CHEMBL2108667,CHEMBL2058,BINDING AGENT
CHEMBL1201576,CHEMBL2058,BINDING AGENT
CHEMBL1201836,CHEMBL2058,BINDING AGENT
CHEMBL1201604,CHEMBL2058,BINDING AGENT
CHEMBL1201733,CHEMBL2959,INHIBITOR
CHEMBL1201121,CHEMBL2362973,INHIBITOR
CHEMBL1201116,CHEMBL2362973,INHIBITOR
CHEMBL1134,CHEMBL2362997,PARTIAL AGONIST
CHEMBL1200757,CHEMBL2362997,ANTAGONIST
CHEMBL1200641,CHEMBL2362997,ANTAGONIST
CHEMBL1200993,CHEMBL2362997,ANTAGONIST
CHEMBL1237099,CHEMBL2362997,ANTAGONIST
CHEMBL1200549,CHEMBL2362997,ANTAGONIST
CHEMBL1200722,CHEMBL2362997,ANTAGONIST
CHEMBL1200527,CHEMBL2362997,ANTAGONIST
CHEMBL1739,CHEMBL2362997,ANTAGONIST
CHEMBL984,CHEMBL2362997,ANTAGONIST
CHEMBL1200648,CHEMBL2362997,ANTAGONIST
CHEMBL983,CHEMBL2362997,AGONIST
CHEMBL3989821,CHEMBL2362997,ANTAGONIST
CHEMBL1200629,CHEMBL2362997,ANTAGONIST
CHEMBL24828,CHEMBL2363043,INHIBITOR
CHEMBL1308,CHEMBL2363044,INHIBITOR
CHEMBL141,CHEMBL2363048,INHIBITOR
CHEMBL141,CHEMBL2363046,INHIBITOR
CHEMBL141,CHEMBL2363047,INHIBITOR
CHEMBL24828,CHEMBL2363049,INHIBITOR
CHEMBL6067487,CHEMBL2363050,MODULATOR
CHEMBL6067487,CHEMBL2363051,MODULATOR
CHEMBL1341,CHEMBL2363052,AGONIST
CHEMBL1200733,CHEMBL2363052,POSITIVE MODULATOR
CHEMBL1257,CHEMBL2363052,POSITIVE MODULATOR
CHEMBL1200694,CHEMBL2363052,POSITIVE MODULATOR
CHEMBL931,CHEMBL2363052,POSITIVE MODULATOR
CHEMBL1256,CHEMBL2363052,POSITIVE MODULATOR
CHEMBL1597,CHEMBL2363053,CHELATING AGENT
CHEMBL6067980,CHEMBL2363054,CROSS-LINKING AGENT
CHEMBL1200983,CHEMBL2363055,SEQUESTERING AGENT
CHEMBL497,CHEMBL2363056,CHELATING AGENT
CHEMBL1430,CHEMBL2363057,CHELATING AGENT
CHEMBL3989777,CHEMBL2363057,CHELATING AGENT
CHEMBL497,CHEMBL2363057,CHELATING AGENT
CHEMBL550348,CHEMBL2363058,CHELATING AGENT
CHEMBL1234,CHEMBL2363058,CHELATING AGENT
CHEMBL497,CHEMBL2363058,CHELATING AGENT
CHEMBL2103743,CHEMBL2363062,INHIBITOR
CHEMBL1200952,CHEMBL2363064,INHIBITOR
CHEMBL781,CHEMBL2363064,INHIBITOR
CHEMBL3989830,CHEMBL2363064,INHIBITOR
CHEMBL1703,CHEMBL2363065,INHIBITOR
CHEMBL628,CHEMBL2363066,INHIBITOR
CHEMBL1200875,CHEMBL2363067,INHIBITOR
CHEMBL548,CHEMBL2363068,AGONIST
CHEMBL1657,CHEMBL2363069,AGONIST
CHEMBL38,CHEMBL2363069,AGONIST
CHEMBL1023,CHEMBL2363070,AGONIST
CHEMBL705,CHEMBL2363071,AGONIST
CHEMBL1131,CHEMBL2363071,AGONIST
CHEMBL464,CHEMBL2363071,AGONIST
CHEMBL1643,CHEMBL2363073,INHIBITOR
CHEMBL4297065,CHEMBL2364023,AGONIST
CHEMBL1690,CHEMBL5804,ANTAGONIST
CHEMBL1614,CHEMBL2095186,INHIBITOR
CHEMBL254219,CHEMBL2095186,INHIBITOR
CHEMBL1751,CHEMBL2095186,INHIBITOR
CHEMBL3545057,CHEMBL2095186,INHIBITOR
CHEMBL1341,CHEMBL2093872,POSITIVE MODULATOR
CHEMBL407,CHEMBL2093872,ALLOSTERIC ANTAGONIST
CHEMBL2096631,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL451,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1200703,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL12,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1522,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL568,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL979,CHEMBL2093872,AGONIST
CHEMBL70418,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL661,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL646,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL454,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL452,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1200733,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL285674,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1200802,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1200982,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1102,CHEMBL2093872,POSITIVE MODULATOR
CHEMBL2068724,CHEMBL2093872,POSITIVE MODULATOR
CHEMBL580,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1257,CHEMBL2093872,POSITIVE MODULATOR
CHEMBL591,CHEMBL2093872,POSITIVE MODULATOR
CHEMBL450,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL30219,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1200790,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1200420,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL969,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL856,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL526,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1200472,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL448,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL971,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1200903,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1200694,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL967,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1201065,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL738,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL681,CHEMBL2093872,POSITIVE MODULATOR
CHEMBL3989724,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL970,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL931,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1256,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
CHEMBL220492,CHEMBL2093872,POSITIVE MODULATOR
CHEMBL1200789,CHEMBL2093872,POSITIVE MODULATOR
CHEMBL3989820,CHEMBL2111392,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1521,CHEMBL2111392,POSITIVE ALLOSTERIC MODULATOR
CHEMBL1421,CHEMBL2363074,INHIBITOR
CHEMBL1200969,CHEMBL2363075,INHIBITOR
CHEMBL1201761,CHEMBL2363076,INHIBITOR
CHEMBL1200498,CHEMBL2363076,INHIBITOR
CHEMBL1200735,CHEMBL2363076,INHIBITOR
CHEMBL9,CHEMBL2363076,INHIBITOR
CHEMBL850,CHEMBL2363076,INHIBITOR
CHEMBL1200779,CHEMBL2363076,INHIBITOR
